county,state,year,fat_amount
Douglas,IL,2010,212
Monroe,FL,2010,104
Habersham,GA,2010,100
Orange,NC,2010,128
Ionia,MI,2010,132
Maury,TN,2010,148
Chatham,NC,2010,116
Umatilla,OR,2010,144
Bossier Parish,LA,2010,124
Cass,MO,2010,140
Monroe,TN,2010,114
Tangipahoa Parish,LA,2010,176
Charlotte,FL,2010,124
Mcleod,MN,2010,144
Whitley,IN,2010,156
Newton,GA,2010,162
Beaufort,NC,2010,132
Platte,NE,2010,154
Warren,PA,2010,114
Rockwall,TX,2010,128
Lowndes,MS,2010,120
Green,WI,2010,158
Jefferson,AR,2010,120
Clay,FL,2010,144
Herkimer,NY,2010,118
Johnson,IA,2010,146
Klamath,OR,2010,132
Adams,NE,2010,106
Bradford,PA,2010,134
Sioux,IA,2010,176
Cascade,MT,2010,136
Carteret,NC,2010,136
Rockingham,VA,2010,152
Roanoke,VA,2010,142
Cherokee,SC,2010,98
Howard,IN,2010,138
Boone,IN,2010,150
Emmet,MI,2010,102
Muscatine,IA,2010,132
Bannock,ID,2010,106
Forrest,MS,2010,102
Sutter,CA,2010,126
Randall,TX,2010,166
Bonner,ID,2010,166
Osceola,FL,2010,162
Walla Walla,WA,2010,248
Kings,CA,2010,126
Jones,MS,2010,120
Hardin,KY,2010,140
Ogle,IL,2010,130
Pottawatomie,OK,2010,112
Victoria,TX,2010,140
La Plata,CO,2010,116
Cortland,NY,2010,128
Mckean,PA,2010,108
Santa Rosa,FL,2010,90
Jessamine,KY,2010,120
Franklin,VT,2010,120
Huron,MI,2010,132
Isanti,MN,2010,108
Kent,DE,2010,152
Mcpherson,KS,2010,130
Grant,WI,2010,142
Henry,GA,2010,136
Codington,SD,2010,138
Knox,OH,2010,128
Morgan,IN,2010,128
Nacogdoches,TX,2010,114
St. Mary Parish,LA,2010,160
Dodge,NE,2010,108
Mayes,OK,2010,126
Shawano,WI,2010,124
Kandiyohi,MN,2010,126
Laurens,SC,2010,138
Sarpy,NE,2010,154
Boone,AR,2010,110
Frederick,VA,2010,148
Door,WI,2010,120
Pettis,MO,2010,96
Madison,NY,2010,120
Lawrence,IN,2010,114
Washington,VA,2010,136
St. Clair,AL,2010,136
Mcminn,TN,2010,122
Adams,IN,2010,124
Antrim,MI,2010,80
San Juan,NM,2010,164
Marion,WV,2010,98
Allegany,MD,2010,112
Cecil,MD,2010,102
Wagoner,OK,2010,112
Mercer,OH,2010,150
Lee,IA,2010,118
Kershaw,SC,2010,128
Stephenson,IL,2010,114
Payne,OK,2010,114
Delta,MI,2010,136
Snyder,PA,2010,128
Chesterfield,SC,2010,98
Barry,MO,2010,84
Des Moines,IA,2010,108
Portsmouth City,VA,2010,102
Spalding,GA,2010,116
Christian,KY,2010,146
Charlevoix,MI,2010,98
Wise,TX,2010,138
Mcdowell,NC,2010,114
Barry,MI,2010,96
Garfield,OK,2010,124
Scioto,OH,2010,94
Lafourche Parish,LA,2010,104
Wayne,PA,2010,98
Harrisonburg City,VA,2010,122
Limestone,AL,2010,126
Yuma,AZ,2010,132
Monroe,MS,2010,112
Laclede,MO,2010,108
Madison,MS,2010,144
Watauga,NC,2010,114
Imperial,CA,2010,110
Thomas,GA,2010,96
Randolph,IN,2010,102
Jefferson,TN,2010,100
Stephens,OK,2010,120
Pierce,WI,2010,118
Carbon,PA,2010,110
Cooke,TX,2010,126
Walker,AL,2010,108
Warren,TN,2010,124
Jefferson,WA,2010,144
Mccracken,KY,2010,96
Georgetown,SC,2010,98
Montgomery,IN,2010,114
Kay,OK,2010,154
Douglas,WI,2010,98
Union,AR,2010,98
Bedford,TN,2010,96
Jackson,GA,2010,152
Franklin,VA,2010,94
Freeborn,MN,2010,104
Wyoming,NY,2010,88
Lincoln,WI,2010,112
Bedford,PA,2010,128
Addison,VT,2010,104
Harrison,WV,2010,104
Charlottesville City,VA,2010,120
Crawford,AR,2010,136
Boone,IL,2010,134
Oconto,WI,2010,122
Phelps,MO,2010,98
Grant,WA,2010,144
Taney,MO,2010,92
Sandoval,NM,2010,118
Granville,NC,2010,86
Guernsey,OH,2010,108
Burleigh,ND,2010,126
Cerro Gordo,IA,2010,104
Sampson,NC,2010,96
Nelson,KY,2010,118
Cole,MO,2010,118
Clinton,IA,2010,104
Mercer,WV,2010,120
Lawrence,MO,2010,86
Alpena,MI,2010,84
Polk,OR,2010,136
Wexford,MI,2010,96
Brunswick,NC,2010,142
Hancock,IN,2010,100
Menominee,MI,2010,88
Harvey,KS,2010,130
Henry,TN,2010,92
Mille Lacs,MN,2010,134
Citrus,FL,2010,94
Stephens,GA,2010,118
Henry,OH,2010,76
Allegany,NY,2010,90
St. Francois,MO,2010,112
Camden,MO,2010,114
Lamar,TX,2010,114
Montgomery,VA,2010,102
Susquehanna,PA,2010,110
Oneida,WI,2010,94
Danville City,VA,2010,100
Coshocton,OH,2010,94
Caledonia,VT,2010,110
Glynn,GA,2010,112
Logan,OH,2010,106
Monongalia,WV,2010,108
Green Lake,WI,2010,98
Eagle,CO,2010,86
Lincoln,OR,2010,106
Douglas,NV,2010,134
Barrow,GA,2010,122
Houston,GA,2010,114
Cowley,KS,2010,86
Union,OH,2010,132
Mississippi,AR,2010,88
Tazewell,VA,2010,110
Belmont,OH,2010,88
Platte,MO,2010,92
Comanche,OK,2010,84
Hunt,TX,2010,140
Preble,OH,2010,110
Delaware,NY,2010,60
Elmore,AL,2010,116
Trempealeau,WI,2010,114
Mason,WA,2010,104
Itasca,MN,2010,98
Decatur,IN,2010,110
Lavaca,TX,2010,80
Wyandot,OH,2010,84
Hopkins,KY,2010,92
Richmond,NC,2010,86
Effingham,IL,2010,126
Pottawattamie,IA,2010,126
Ottawa,OH,2010,94
Buffalo,NE,2010,118
Fulton,IN,2010,84
Kerr,TX,2010,86
Juniata,PA,2010,118
Box Elder,UT,2010,138
Davie,NC,2010,86
Bastrop,TX,2010,122
Henry,IL,2010,96
Montrose,CO,2010,126
Grady,OK,2010,118
Newton,MO,2010,112
Raleigh,WV,2010,136
Navarro,TX,2010,116
Marion,IL,2010,96
Wells,IN,2010,108
Kenai Peninsula Borough,AK,2010,126
Waldo,ME,2010,82
Sullivan,NY,2010,92
Monroe,WI,2010,118
Fairbanks North Star Borough,AK,2010,146
St. Landry Parish,LA,2010,124
Amador,CA,2010,100
Smyth,VA,2010,88
Ross,OH,2010,70
Franklin,WA,2010,92
Darlington,SC,2010,106
Suffolk City,VA,2010,90
Champaign,OH,2010,80
Livingston,NY,2010,120
Independence,AR,2010,80
Franklin,AL,2010,104
Warrick,IN,2010,86
Barren,KY,2010,90
Pontotoc,OK,2010,74
Calumet,WI,2010,110
Tuscola,MI,2010,106
Lawrence,TN,2010,96
Ottawa,OK,2010,78
Clarion,PA,2010,70
Daviess,IN,2010,126
Orange,VT,2010,86
Warren,MS,2010,78
Webster,IA,2010,88
Dickson,TN,2010,98
Hood River,OR,2010,114
Colquitt,GA,2010,88
Arlington,VA,2010,78
Ohio,WV,2010,100
Butler,MO,2010,90
Charles,MD,2010,104
Dallas,AL,2010,82
Montgomery,KS,2010,106
Benton,MN,2010,110
Lancaster,SC,2010,94
Baxter,AR,2010,108
Berkeley,SC,2010,132
Cumberland,TN,2010,104
Columbia,OR,2010,112
Cass,IN,2010,96
Laramie,WY,2010,128
Chaves,NM,2010,74
Madison,NE,2010,106
Lincoln,TN,2010,68
Butler,KS,2010,82
Gillespie,TX,2010,108
Clinton,PA,2010,92
Loudon,TN,2010,96
Putnam,OH,2010,100
Tift,GA,2010,82
Clinton,MI,2010,84
Winchester City,VA,2010,66
Blount,AL,2010,66
Wharton,TX,2010,92
Clinton,IN,2010,78
Grand Forks,ND,2010,114
Lewis And Clark,MT,2010,114
Williamson,IL,2010,86
Edgecombe,NC,2010,70
Highlands,FL,2010,90
Chester,SC,2010,76
Petersburg City,VA,2010,84
Washington,MS,2010,70
Todd,MN,2010,104
Bingham,ID,2010,88
Halifax,NC,2010,70
Defiance,OH,2010,98
Jefferson,IN,2010,94
Alcorn,MS,2010,96
Dunn,WI,2010,122
Gratiot,MI,2010,96
Miami,IN,2010,78
Campbell,TN,2010,66
Haywood,NC,2010,74
Franklin,NC,2010,102
White,IN,2010,76
Athens,OH,2010,68
Graves,KY,2010,104
Chilton,AL,2010,74
Vance,NC,2010,88
Coles,IL,2010,82
Livingston Parish,LA,2010,120
Lamoille,VT,2010,80
Albemarle,VA,2010,102
Livingston,IL,2010,102
Henry,IN,2010,84
Meeker,MN,2010,112
Marshall,TN,2010,88
Sawyer,WI,2010,90
Dickinson,MI,2010,94
Garrett,MD,2010,88
Park,WY,2010,102
Garfield,CO,2010,96
Calaveras,CA,2010,68
Wayne,WV,2010,78
Morrison,MN,2010,106
Logan,KY,2010,86
Knox,IL,2010,72
Bureau,IL,2010,82
Osceola,MI,2010,98
Marion,MO,2010,88
Dallas,IA,2010,96
Fremont,CO,2010,78
Dorchester,MD,2010,100
Island,WA,2010,114
Crittenden,AR,2010,86
Greene,AR,2010,104
Tehama,CA,2010,90
Iron,UT,2010,122
Weakley,TN,2010,60
Carter,TN,2010,62
Catoosa,GA,2010,68
Pittsylvania,VA,2010,76
Ward,ND,2010,106
Carroll,TN,2010,66
Nez Perce,ID,2010,78
Campbell,VA,2010,82
Palo Pinto,TX,2010,72
James City,VA,2010,92
Webster,MO,2010,90
Orleans,VT,2010,80
Mcnairy,TN,2010,102
Taos,NM,2010,62
Texas,MO,2010,90
Cochise,AZ,2010,102
Clinton,OH,2010,88
Augusta,VA,2010,116
Franklin,ME,2010,54
Tioga,PA,2010,80
Scotland,NC,2010,52
Talbot,MD,2010,78
Ripley,MO,2010,66
Franklin,GA,2010,76
Isabella,MI,2010,110
San Patricio,TX,2010,66
Hawkins,TN,2010,86
Kewaunee,WI,2010,82
Beltrami,MN,2010,70
Juneau,WI,2010,88
Oceana,MI,2010,76
St. Bernard Parish,LA,2010,72
Hardin,TN,2010,68
Barton,KS,2010,94
Person,NC,2010,66
Marshall,IA,2010,80
Dearborn,IN,2010,84
White,TN,2010,76
Paulding,GA,2010,96
Escambia,AL,2010,72
Bremer,IA,2010,80
Plaquemines Parish,LA,2010,72
Wood,TX,2010,74
Coffee,GA,2010,82
Fillmore,MN,2010,96
Clatsop,OR,2010,96
Gibson,IN,2010,76
Franklin,IL,2010,78
Langlade,WI,2010,102
Hancock,WV,2010,66
Ware,GA,2010,62
Carter,OK,2010,96
Clark,KY,2010,82
Scott,TN,2010,68
Henderson,TN,2010,76
Washington,OK,2010,88
Brown,TX,2010,66
Tallapoosa,AL,2010,66
Franklin,TN,2010,84
Houghton,MI,2010,82
Tipton,TN,2010,68
Halifax,VA,2010,74
Stafford,VA,2010,86
Fayette,TX,2010,82
Spotsylvania,VA,2010,128
Roane,TN,2010,60
Coos,NH,2010,78
Columbus,NC,2010,80
Jasper,IA,2010,80
Crawford,MO,2010,84
Navajo,AZ,2010,74
Van Wert,OH,2010,68
Salem,NJ,2010,72
Giles,TN,2010,88
Otsego,MI,2010,64
Newberry,SC,2010,90
Hardin,IA,2010,56
Waller,TX,2010,122
Hot Spring,AR,2010,56
Washington,TX,2010,88
Dyer,TN,2010,76
Prentiss,MS,2010,56
Marion,AL,2010,64
Barbour,AL,2010,60
Lawrence,OH,2010,66
Tioga,NY,2010,80
Cheatham,TN,2010,78
Laurens,GA,2010,82
Macoupin,IL,2010,70
Le Sueur,MN,2010,96
Yadkin,NC,2010,82
Brown,MN,2010,84
Burnet,TX,2010,98
Orleans,NY,2010,78
Coffee,AL,2010,78
Woodford,IL,2010,84
Cherokee,KS,2010,70
Onslow,NC,2010,62
Calvert,MD,2010,82
Oldham,KY,2010,78
Fredericksburg City,VA,2010,64
Lafayette,MO,2010,76
Mason,MI,2010,88
Scott,KY,2010,64
Obion,TN,2010,78
Bulloch,GA,2010,86
Stoddard,MO,2010,68
Lyon,KS,2010,78
Marion,IA,2010,72
Marquette,MI,2010,92
Henderson,TX,2010,122
Martin,MN,2010,82
Fayette,TN,2010,72
Iberville Parish,LA,2010,64
Wythe,VA,2010,94
Fremont,WY,2010,68
Summit,UT,2010,76
Macon,NC,2010,60
Jefferson,IL,2010,70
Flagler,FL,2010,88
Nassau,FL,2010,70
Dare,NC,2010,54
Jennings,IN,2010,74
Jefferson,OH,2010,76
Lake,CA,2010,68
St. Charles Parish,LA,2010,84
Harrison,IN,2010,86
Scotts Bluff,NE,2010,78
Amherst,VA,2010,80
St. Martin Parish,LA,2010,84
Ripley,IN,2010,110
Shenandoah,VA,2010,74
Jefferson,IA,2010,68
Fayette,OH,2010,50
Washington,IN,2010,80
Yuba,CA,2010,66
Adams,OH,2010,60
Laurel,KY,2010,96
Walker,TX,2010,72
Sumner,KS,2010,64
Shelby,KY,2010,96
Franklin,KY,2010,82
Polk,MN,2010,78
Van Zandt,TX,2010,68
Leflore,MS,2010,62
Taylor,WI,2010,80
Lincoln,MO,2010,94
Taylor,KY,2010,54
Knox,IN,2010,68
Davison,SD,2010,80
Pickaway,OH,2010,68
Webster Parish,LA,2010,64
Park,MT,2010,54
Albany,WY,2010,50
Pulaski,VA,2010,72
Vilas,WI,2010,70
Itawamba,MS,2010,86
Hardin,TX,2010,56
Neshoba,MS,2010,36
Duplin,NC,2010,72
Stevens,WA,2010,86
Stokes,NC,2010,58
Pearl River,MS,2010,90
Gladwin,MI,2010,64
Union,SC,2010,50
Liberty,TX,2010,80
Highland,OH,2010,72
Cocke,TN,2010,56
Jasper,IN,2010,74
Rusk,TX,2010,62
Bristol City,VA,2010,48
Labette,KS,2010,76
Worcester,MD,2010,64
Hopkins,TX,2010,74
Johnson,AR,2010,60
Toombs,GA,2010,70
Clay,MN,2010,92
Chambers,AL,2010,40
Clinton,IL,2010,76
Jackson,IA,2010,70
Neosho,KS,2010,66
Lea,NM,2010,68
Union,MS,2010,70
Hardin,OH,2010,56
Acadia Parish,LA,2010,104
Tishomingo,MS,2010,60
Washington,ME,2010,72
Waynesboro City,VA,2010,72
Louisa,VA,2010,62
Putnam,FL,2010,76
Polk,GA,2010,58
Scott,IN,2010,48
Siskiyou,CA,2010,80
Rhea,TN,2010,62
Okmulgee,OK,2010,78
Washington,IA,2010,84
Mitchell,NC,2010,50
Montezuma,CO,2010,82
Gasconade,MO,2010,84
Oconee,GA,2010,70
Lonoke,AR,2010,72
Culpeper,VA,2010,88
Jackson,OH,2010,60
Brown,SD,2010,68
Panola,MS,2010,70
Newaygo,MI,2010,78
Jo Daviess,IL,2010,70
Clayton,IA,2010,62
Wabasha,MN,2010,70
Emanuel,GA,2010,66
Fauquier,VA,2010,94
Essex,NY,2010,64
Warren,MO,2010,68
Manassas City,VA,2010,82
Price,WI,2010,92
Seneca,NY,2010,76
Perry,PA,2010,70
Becker,MN,2010,74
Ogemaw,MI,2010,64
Carroll,IA,2010,76
Mower,MN,2010,70
Queen Anne'S,MD,2010,78
Russell,AL,2010,70
Blaine,ID,2010,80
Delta,CO,2010,94
Paulding,OH,2010,74
Marshall,KY,2010,72
Titus,TX,2010,76
Richland,ND,2010,62
Union,PA,2010,82
Walton,FL,2010,58
Grainger,TN,2010,54
Jackson,IL,2010,84
Polk,AR,2010,70
Mecklenburg,VA,2010,62
Boyd,KY,2010,66
Clark,AR,2010,60
Grundy,IL,2010,92
Tippah,MS,2010,46
West Baton Rouge Parish,LA,2010,74
Lee,IL,2010,66
Jay,IN,2010,64
Claiborne,TN,2010,64
Bullitt,KY,2010,66
Audrain,MO,2010,74
Vermilion Parish,LA,2010,92
Sheridan,WY,2010,58
Perry,MO,2010,80
Austin,TX,2010,74
Pender,NC,2010,78
Columbia,FL,2010,94
Gage,NE,2010,82
Routt,CO,2010,48
Nicollet,MN,2010,86
Callaway,MO,2010,62
Santa Cruz,AZ,2010,62
Huntingdon,PA,2010,76
Anson,NC,2010,42
Ashe,NC,2010,42
Washburn,WI,2010,58
Bryan,OK,2010,72
Boyle,KY,2010,54
Leavenworth,KS,2010,66
Accomack,VA,2010,44
Morgan,IL,2010,66
Lyon,MN,2010,74
Adams,MS,2010,40
Whitley,KY,2010,68
Kittitas,WA,2010,56
Montgomery,KY,2010,62
Mecosta,MI,2010,76
Abbeville,SC,2010,52
Sagadahoc,ME,2010,78
Covington,AL,2010,66
Carroll,AR,2010,56
Columbia,AR,2010,70
Greenbrier,WV,2010,72
Pike,AL,2010,64
Cook,GA,2010,54
Pike,MS,2010,68
Delaware,OK,2010,60
Haralson,GA,2010,60
Cleburne,AR,2010,74
Fayette,IA,2010,54
Randolph,AR,2010,54
Finney,KS,2010,54
Carroll,IN,2010,58
Gadsden,FL,2010,62
Carlton,MN,2010,58
Buchanan,IA,2010,88
Kauai,HI,2010,84
Montgomery,IL,2010,48
Morton,ND,2010,88
Sumter,GA,2010,50
Fayette,WV,2010,66
Perry,OH,2010,46
Lincoln Parish,LA,2010,62
Erath,TX,2010,76
Ben Hill,GA,2010,60
Curry,OR,2010,36
Lamar,MS,2010,76
San Juan,WA,2010,70
Fayette,IN,2010,58
Macon,TN,2010,64
Stark,ND,2010,58
Wayne,KY,2010,46
Iosco,MI,2010,80
Berkeley,WV,2010,80
Walton,GA,2010,74
Sweetwater,WY,2010,68
Delaware,IA,2010,74
Jackson,NC,2010,48
Patrick,VA,2010,70
Grayson,KY,2010,56
Richland,IL,2010,58
Union,OR,2010,62
St. John The Baptist Parish,LA,2010,50
Silver Bow,MT,2010,74
Hubbard,MN,2010,52
Hamilton,IA,2010,48
Johnson,MO,2010,64
Polk,MO,2010,54
Miami,KS,2010,50
Poweshiek,IA,2010,64
Pickens,GA,2010,70
Hocking,OH,2010,58
Gilmer,GA,2010,58
Scott,MS,2010,52
Mckinley,NM,2010,56
Matanuska-Susitna Borough,AK,2010,80
Henry,IA,2010,64
Greene,NY,2010,70
Lawrence,SD,2010,76
Hempstead,AR,2010,54
Decatur,TN,2010,50
Kendall,TX,2010,82
Lawrence,AR,2010,52
Fannin,TX,2010,58
Shelby,TX,2010,48
Lincoln,MT,2010,50
Ashland,WI,2010,60
Randolph,MO,2010,56
Carroll,OH,2010,58
Franklin,NY,2010,52
Beadle,SD,2010,66
Washington Parish,LA,2010,60
Logan,WV,2010,70
Wyoming,PA,2010,58
Ashley,AR,2010,50
Copiah,MS,2010,44
Hill,TX,2010,78
Cheboygan,MI,2010,42
Mcdonald,MO,2010,52
Renville,MN,2010,50
Union,SD,2010,50
Vernon,WI,2010,60
Burnett,WI,2010,48
Randolph,IL,2010,64
Marshall,MS,2010,50
Campbell,WY,2010,78
Dale,AL,2010,50
Allamakee,IA,2010,54
Dickinson,IA,2010,70
Marion,MS,2010,54
Madison,OH,2010,60
Marion,SC,2010,38
Valencia,NM,2010,58
Colleton,SC,2010,50
Muhlenberg,KY,2010,50
Lincoln,SD,2010,114
Greene,IN,2010,52
Arenac,MI,2010,54
Wayne,MO,2010,58
Arkansas,AR,2010,58
Ste. Genevieve,MO,2010,64
Boone,IA,2010,50
Bell,KY,2010,42
Morgan,MO,2010,46
Rio Arriba,NM,2010,44
Wilson,KS,2010,38
Wayne,TN,2010,58
Bladen,NC,2010,70
Hancock,IA,2010,46
Randolph,WV,2010,56
Logan,AR,2010,34
Riley,KS,2010,78
Caroline,MD,2010,50
Nicholas,WV,2010,50
Cass,MN,2010,66
Eastland,TX,2010,34
Faribault,MN,2010,50
Drew,AR,2010,38
Okanogan,WA,2010,62
Pike,OH,2010,44
Overton,TN,2010,52
Calloway,KY,2010,68
Hood,TX,2010,66
Brookings,SD,2010,88
Pasquotank,NC,2010,58
York,VA,2010,36
Mcdonough,IL,2010,40
Simpson,KY,2010,60
Henry,MO,2010,58
Pacific,WA,2010,72
Eddy,NM,2010,68
Aitkin,MN,2010,72
Houston,TX,2010,40
Teton,WY,2010,76
Williams,ND,2010,54
Le Flore,OK,2010,54
Lyon,NV,2010,76
Iowa,WI,2010,66
Buena Vista,IA,2010,58
Clare,MI,2010,52
Waseca,MN,2010,54
Clarke,AL,2010,60
Lincoln,MS,2010,68
Chickasaw,IA,2010,62
Yankton,SD,2010,60
White,GA,2010,54
Cassia,ID,2010,60
Staunton City,VA,2010,64
Waushara,WI,2010,40
Ouachita,AR,2010,56
Rockbridge,VA,2010,58
Upshur,WV,2010,46
Pike,PA,2010,48
Coryell,TX,2010,40
Rush,IN,2010,60
Fayette,AL,2010,42
Hardeman,TN,2010,48
Franklin,KS,2010,56
Stutsman,ND,2010,42
Allen,KS,2010,52
Posey,IN,2010,52
Montgomery,MO,2010,50
Lawrence,AL,2010,48
Morrow,OH,2010,44
Peach,GA,2010,56
Radford City,VA,2010,46
Orange,IN,2010,48
Clay,MS,2010,46
Ohio,KY,2010,48
Chaffee,CO,2010,46
Humphreys,TN,2010,52
Putnam,WV,2010,70
Transylvania,NC,2010,50
Cedar,IA,2010,52
Crisp,GA,2010,48
Anderson,TX,2010,54
Richland,WI,2010,48
Bourbon,KS,2010,52
Hickman,TN,2010,46
St. Mary'S,MD,2010,52
Pike,KY,2010,52
Summit,CO,2010,48
Potter,PA,2010,52
Custer,OK,2010,72
Blackford,IN,2010,48
Tillamook,OR,2010,58
Autauga,AL,2010,48
Dakota,NE,2010,70
Hale,TX,2010,52
Marion,KY,2010,56
Deaf Smith,TX,2010,64
Benton,IA,2010,50
Baraga,MI,2010,48
Benzie,MI,2010,32
Seminole,OK,2010,46
Kent,MD,2010,58
Alcona,MI,2010,34
Manistee,MI,2010,48
Carroll,VA,2010,30
Mcduffie,GA,2010,66
Garvin,OK,2010,62
Dent,MO,2010,42
Dawson,NE,2010,60
Sumter,FL,2010,44
Rusk,WI,2010,46
Mccurtain,OK,2010,54
Matagorda,TX,2010,46
Jefferson,WV,2010,38
Lake,MT,2010,72
Wasco,OR,2010,62
Clay,IA,2010,58
Hart,GA,2010,38
Idaho,ID,2010,76
Bolivar,MS,2010,38
Perry,IN,2010,56
Newton,IN,2010,54
Moore,TX,2010,42
Warren,VA,2010,50
Wapello,IA,2010,58
Oktibbeha,MS,2010,50
Hertford,NC,2010,38
Redwood,MN,2010,60
Humboldt,IA,2010,50
Pine,MN,2010,50
Rabun,GA,2010,52
Owen,IN,2010,64
Carroll,IL,2010,56
Dawson,GA,2010,50
Clay,IN,2010,72
Hancock,MS,2010,60
Vernon,MO,2010,42
Hancock,IL,2010,44
Iowa,IA,2010,54
Chippewa,MI,2010,50
Saline,MO,2010,42
Polk,NC,2010,34
Ford,KS,2010,48
Howard,TX,2010,38
Polk,TX,2010,50
Malheur,OR,2010,70
Lafayette,MS,2010,42
Fleming,KY,2010,42
Yates,NY,2010,72
Cass,IA,2010,42
Wright,IA,2010,46
Saunders,NE,2010,52
Fannin,GA,2010,50
Union,TN,2010,32
Preston,WV,2010,52
Upshur,TX,2010,54
Page,IA,2010,42
Colorado,TX,2010,72
Coahoma,MS,2010,40
Glenn,CA,2010,58
Williamsburg,SC,2010,56
Russell,KY,2010,46
Benton,MO,2010,36
Grenada,MS,2010,52
Morgan,CO,2010,62
Lewis,NY,2010,52
Christian,IL,2010,40
Woodward,OK,2010,48
Sanders,MT,2010,48
Smith,TN,2010,34
Dillon,SC,2010,36
Gila,AZ,2010,34
Dodge,MN,2010,40
Miller,AR,2010,52
Yazoo,MS,2010,26
Butler,AL,2010,38
Reynolds,MO,2010,48
Cuming,NE,2010,32
Plymouth,IA,2010,56
Brown,IN,2010,34
Schoharie,NY,2010,46
Webster,MS,2010,32
Otero,NM,2010,62
Gogebic,MI,2010,44
Sibley,MN,2010,52
Kossuth,IA,2010,46
Nodaway,MO,2010,44
Butler,IA,2010,42
Bamberg,SC,2010,44
St. James Parish,LA,2010,50
Winston,MS,2010,40
Iroquois,IL,2010,52
Marion,TN,2010,48
Galax City,VA,2010,36
Edgar,IL,2010,48
Dunklin,MO,2010,32
Winneshiek,IA,2010,66
Gunnison,CO,2010,46
Putnam,GA,2010,42
Latah,ID,2010,54
Cherokee,AL,2010,36
Brown,OH,2010,62
Pope,MN,2010,50
St. Francis,AR,2010,16
Ellis,KS,2010,72
Nemaha,KS,2010,56
Young,TX,2010,46
Conway,AR,2010,54
Washington,NE,2010,46
Hutchinson,TX,2010,48
Edgefield,SC,2010,48
Essex,VA,2010,32
O'Brien,IA,2010,58
Adair,KY,2010,50
Jasper,TX,2010,42
Houston,MN,2010,40
Jones,IA,2010,50
Sequoyah,OK,2010,36
Mahaska,IA,2010,54
Marlboro,SC,2010,38
Dekalb,TN,2010,44
Levy,FL,2010,44
Starke,IN,2010,42
Fentress,TN,2010,34
Poinsett,AR,2010,36
Clay,AR,2010,32
Atchison,KS,2010,42
Appomattox,VA,2010,42
Appling,GA,2010,52
Sunflower,MS,2010,34
Piscataquis,ME,2010,44
Plumas,CA,2010,28
Fulton,IL,2010,38
Wright,MO,2010,58
Wayne,GA,2010,44
Hampton,SC,2010,36
Fayette,IL,2010,32
Taylor,FL,2010,34
Okeechobee,FL,2010,42
Marshall,KS,2010,38
Baldwin,GA,2010,40
Linn,MO,2010,42
Tooele,UT,2010,80
Sac,IA,2010,48
Colusa,CA,2010,42
Montague,TX,2010,30
Tipton,IN,2010,36
Putnam,IN,2010,60
Klickitat,WA,2010,56
Jackson,FL,2010,34
Grimes,TX,2010,72
Randolph,AL,2010,48
Monroe,AL,2010,36
Johnson,TN,2010,30
Marshall,WV,2010,36
Jackson,WI,2010,58
Dickinson,KS,2010,38
Geneva,AL,2010,46
Calhoun,MS,2010,38
Gloucester,VA,2010,38
Wilkes,GA,2010,28
Livingston,MO,2010,36
Logan,IL,2010,34
Crawford,WI,2010,46
Carter,MO,2010,42
Pike,MO,2010,42
Nobles,MN,2010,54
Curry,NM,2010,52
Nye,NV,2010,36
Schuyler,NY,2010,54
Pickens,AL,2010,44
Woodford,KY,2010,46
Hopewell City,VA,2010,34
Howard,AR,2010,40
Asotin,WA,2010,42
Uinta,WY,2010,44
Fergus,MT,2010,56
Fountain,IN,2010,42
Lamar,AL,2010,38
Stone,AR,2010,34
Perry,IL,2010,34
Cherokee,NC,2010,44
York,NE,2010,56
Marion,KS,2010,48
Marion,AR,2010,30
Lake,SD,2010,48
Warren,IA,2010,52
Osage,OK,2010,48
Whitman,WA,2010,48
Mcclain,OK,2010,52
Saline,IL,2010,46
Maverick,TX,2010,36
Morgan,GA,2010,54
Warren,IL,2010,38
Pittsburg,OK,2010,56
Teller,CO,2010,22
Montgomery,MS,2010,26
Spencer,IN,2010,46
Morgan,TN,2010,36
Middlesex,VA,2010,32
Natchitoches Parish,LA,2010,34
Somerset,MD,2010,26
Moniteau,MO,2010,46
Yell,AR,2010,34
Upson,GA,2010,34
Lampasas,TX,2010,40
Alleghany,VA,2010,32
Colonial Heights City,VA,2010,42
Madison,ID,2010,62
Henry,AL,2010,30
Casey,KY,2010,58
Iron,MO,2010,38
Chester,TN,2010,42
Hendry,FL,2010,36
Beauregard Parish,LA,2010,38
Greene,PA,2010,46
Chattooga,GA,2010,46
Gallia,OH,2010,50
Clark,IL,2010,32
Jeff Davis,GA,2010,48
Jackson,AR,2010,36
Howard,IA,2010,42
Grant,AR,2010,28
Stone,MO,2010,34
Clay,IL,2010,34
Chippewa,MN,2010,52
Monroe,KY,2010,30
Noxubee,MS,2010,36
Braxton,WV,2010,32
Baker,OR,2010,54
Bibb,AL,2010,38
Jim Wells,TX,2010,36
Osage,MO,2010,56
Pulaski,MO,2010,32
Forest,WI,2010,44
Jefferson,OR,2010,40
Dukes,MA,2010,36
Harris,GA,2010,32
Cameron,PA,2010,50
Sevier,UT,2010,42
Sabine Parish,LA,2010,32
Mariposa,CA,2010,28
Marquette,WI,2010,44
Payette,ID,2010,58
Crawford,IA,2010,44
Hancock,KY,2010,26
Mitchell,IA,2010,54
Missaukee,MI,2010,30
Jefferson,GA,2010,56
Logan,OK,2010,40
