county,state,year,fat_amount
Harlan,NE,2009,2
Shackelford,TX,2009,12
Hardin,IL,2009,4
Adams,ID,2009,14
St Bernard Parish,LA,2009,0
Tripp,SD,2009,14
Boyd,NE,2009,12
Wichita,KS,2009,10
Knox,NE,2009,12
Howard,NE,2009,12
Pershing,NV,2009,8
Daniels,MT,2009,2
Trimble,KY,2009,2
Hoonah-Angoon Census Area,AK,2009,6
Carson,TX,2009,4
Baylor,TX,2009,10
Cheyenne,KS,2009,6
Stanton,KS,2009,6
Gallatin,KY,2009,6
Aleutians East Borough,AK,2009,8
Mchenry,ND,2009,8
Stafford,KS,2009,6
Carroll,MS,2009,4
Pawnee,NE,2009,6
Lyon,KY,2009,4
Lafayette,FL,2009,12
Lake And Peninsula Borough,AK,2009,6
Hanson,SD,2009,8
Logan,NE,2009,4
Lake,CO,2009,6
Webster,GA,2009,4
Edmunds,SD,2009,6
Sedgwick,CO,2009,6
Lincoln,ID,2009,6
Lincoln,CO,2009,4
Culberson,TX,2009,2
Live Oak,TX,2009,8
Mora,NM,2009,0
Esmeralda,NV,2009,6
Schleicher,TX,2009,4
Logan,ND,2009,4
Morton,KS,2009,8
Bent,CO,2009,2
Motley,TX,2009,2
Faulk,SD,2009,6
Fisher,TX,2009,4
Foard,TX,2009,2
Miner,SD,2009,10
Garfield,MT,2009,4
Ohio,IN,2009,6
Coke,TX,2009,2
Greenlee,AZ,2009,0
Pulaski,IL,2009,4
Camden,NC,2009,6
Camas,ID,2009,6
Gregory,SD,2009,12
Dewey,SD,2009,4
Greer,OK,2009,4
Issaquena,MS,2009,2
Huerfano,CO,2009,6
Greene,MS,2009,0
Jack,TX,2009,6
Walworth,SD,2009,8
Jackson,CO,2009,4
Niobrara,WY,2009,2
Sherman,TX,2009,2
Mcintosh,ND,2009,6
Campbell,SD,2009,4
Refugio,TX,2009,6
Potter,SD,2009,6
Zapata,TX,2009,8
Dixon,NE,2009,4
Hancock,TN,2009,4
Hancock,GA,2009,6
Dimmit,TX,2009,4
Twiggs,GA,2009,4
Chautauqua,KS,2009,8
Sierra,CA,2009,4
Piute,UT,2009,0
Henderson,IL,2009,4
Mcdowell,WV,2009,12
Hodgeman,KS,2009,0
Presidio,TX,2009,4
Hooker,NE,2009,2
Throckmorton,TX,2009,4
Edmonson,KY,2009,4
Renville,ND,2009,6
Clay,WV,2009,6
Surry,VA,2009,8
Sheridan,KS,2009,4
Cochran,TX,2009,2
Norman,MN,2009,2
Worth,MO,2009,6
Wrangell City And Borough,AK,2009,6
Talbot,GA,2009,4
Briscoe,TX,2009,2
Kidder,ND,2009,6
Oglala Lakota,SD,2009,2
Rock,NE,2009,2
Grant,ND,2009,4
Golden Valley,MT,2009,2
Brule,SD,2009,8
Tensas Parish,LA,2009,8
Yakutat City And Borough,AK,2009,4
Golden Valley,ND,2009,2
Graham,KS,2009,2
Jewell,KS,2009,4
Mahnomen,MN,2009,2
Menard,TX,2009,2
Mineral,NV,2009,2
Mccone,MT,2009,4
Dunn,ND,2009,6
Yukon-Koyukuk Census Area,AK,2009,0
Dundy,NE,2009,10
St James Parish,LA,2009,2
Skagway Municipality,AK,2009,12
Sharkey,MS,2009,0
Alpine,CA,2009,0
Arthur,NE,2009,2
Mercer,MO,2009,6
Martin,KY,2009,4
Menominee,WI,2009,2
St Mary Parish,LA,2009,0
Armstrong,TX,2009,0
Mineral,CO,2009,2
Aurora,SD,2009,8
Logan,KS,2009,8
De Baca,NM,2009,4
Modoc,CA,2009,0
Collingsworth,TX,2009,2
Lincoln,NV,2009,0
Treasure,MT,2009,4
Glascock,GA,2009,2
Judith Basin,MT,2009,4
Robertson,KY,2009,0
Jones,SD,2009,2
Oldham,TX,2009,2
Oliver,ND,2009,10
Jerauld,SD,2009,2
Rich,UT,2009,4
Jefferson,MS,2009,2
James City,VA,2009,4
Thomas,NE,2009,2
Reagan,TX,2009,0
Wallace,KS,2009,4
Irion,TX,2009,0
Prince Of Wales-Outer Ketchikan Borough,AK,2009,0
Glades,FL,2009,8
Cheyenne,CO,2009,0
Pierce,ND,2009,6
Hitchcock,NE,2009,6
Hinsdale,CO,2009,0
Carter,MT,2009,4
Prairie,MT,2009,2
Hidalgo,NM,2009,2
Hettinger,ND,2009,4
Hayes,NE,2009,2
Chattahoochee,GA,2009,2
Hartley,TX,2009,0
Harper,OK,2009,4
Harmon,OK,2009,4
Pope,IL,2009,4
Brown,IL,2009,10
Keya Paha,NE,2009,2
Elliott,KY,2009,0
Corson,SD,2009,0
Lewis,ID,2009,4
Stanley,SD,2009,2
Stanton,NE,2009,2
Scott,IL,2009,8
Beaver,OK,2009,8
Eureka,NV,2009,2
Crane,TX,2009,4
Craig,VA,2009,4
Wheeler,OR,2009,2
Wheeler,NE,2009,2
Wheeler,GA,2009,0
Bennett,SD,2009,0
Sanborn,SD,2009,2
Costilla,CO,2009,2
Storey,NV,2009,4
Taliaferro,GA,2009,4
Copper River Census Area,AK,2009,2
Lake,TN,2009,0
Nelson,ND,2009,2
Blaine,MT,2009,8
Concho,TX,2009,4
Sully,SD,2009,2
Frontier,NE,2009,0
Boise,ID,2009,10
Kusilvak Census Area,AK,2009,0
Kiowa,KS,2009,0
Nome Census Area,AK,2009,8
Sutton,TX,2009,4
Gilliam,OR,2009,2
Gilpin,CO,2009,6
Divide,ND,2009,2
Stevens,KS,2009,8
San Juan,CO,2009,8
Roger Mills,OK,2009,6
Mitchell,TX,2009,6
Bethel Census Area,AK,2009,4
Powder River,MT,2009,2
Deuel,NE,2009,0
Guadalupe,NM,2009,2
Grant,NE,2009,2
Cottle,TX,2009,0
Crowley,CO,2009,0
Franklin,NE,2009,0
Hyde,SD,2009,0
Wheatland,MT,2009,4
Delta,TX,2009,2
Kearny,KS,2009,2
Owsley,KY,2009,4
Clark,ID,2009,6
Sherman,OR,2009,2
Hudspeth,TX,2009,2
Meagher,MT,2009,2
Long,GA,2009,4
Kinney,TX,2009,0
Knox,TX,2009,0
Ziebach,SD,2009,2
Decatur,GA,2009,64
Martin,TX,2009,0
Glasscock,TX,2009,2
St Martin Parish,LA,2009,0
Harding,NM,2009,0
Hamilton,KS,2009,0
Nance,NE,2009,0
Cimarron,OK,2009,0
Early,GA,2009,26
Grady,GA,2009,38
Randolph,GA,2009,12
Terrell,GA,2009,20
Seminole,GA,2009,6
Daggett,UT,2009,2
Clay,GA,2009,4
Jeff Davis,TX,2009,0
Calhoun,GA,2009,4
Miller,GA,2009,2
Roberts,TX,2009,2
Greeley,KS,2009,0
Todd,SD,2009,4
Upton,TX,2009,0
Sterling,TX,2009,4
Winkler,TX,2009,0
Crockett,TX,2009,2
Stonewall,TX,2009,0
Quitman,GA,2009,2
Garden,NE,2009,2
Baker,GA,2009,2
Northwest Arctic Borough,AK,2009,0
Harding,SD,2009,0
Kenedy,TX,2009,2
Todd,NE,2009,0
Wibaux,MT,2009,0
Garfield,WA,2009,0
Sioux,ND,2009,0
Billings,ND,2009,0
Edwards,TX,2009,0
Mcmullen,TX,2009,0
Leslie,KY,2009,0
Lyman,SD,2009,0
Loup,NE,2009,0
Cleburne,GA,2009,0
Los Angeles,CA,2010,25820
Cook,IL,2010,10852
Orange,CA,2010,9520
Harris,TX,2010,7848
New York,NY,2010,4428
San Diego,CA,2010,5694
Maricopa,AZ,2010,5872
Santa Clara,CA,2010,4676
Dallas,TX,2010,5156
King,WA,2010,4568
Miami-Dade,FL,2010,4028
Cuyahoga,OH,2010,3904
Alameda,CA,2010,3662
Kings,NY,2010,3546
Oakland,MI,2010,3376
Suffolk,NY,2010,3834
Hennepin,MN,2010,3420
Middlesex,MA,2010,3348
Wayne,MI,2010,3008
Macomb,MI,2010,3118
San Bernardino,CA,2010,3610
Dupage,IL,2010,3318
Broward,FL,2010,2916
Queens,NY,2010,2680
Nassau,NY,2010,2622
Tarrant,TX,2010,3010
Bergen,NJ,2010,2336
Providence,RI,2010,1996
Hartford,CT,2010,2596
New Haven,CT,2010,2356
Allegheny,PA,2010,2216
Riverside,CA,2010,2774
Salt Lake,UT,2010,2766
Montgomery,PA,2010,2126
Hamilton,OH,2010,2114
Milwaukee,WI,2010,2088
Worcester,MA,2010,1962
Multnomah,OR,2010,2204
St. Louis,MO,2010,2052
Pinellas,FL,2010,1992
Philadelphia,PA,2010,1630
Fairfield,CT,2010,1804
Erie,NY,2010,2088
Kent,MI,2010,2094
Bucks,PA,2010,1978
Essex,MA,2010,1756
Waukesha,WI,2010,1928
Essex,NJ,2010,1574
Marion,IN,2010,1822
Tulsa,OK,2010,1872
Ventura,CA,2010,1748
Palm Beach,FL,2010,1788
San Francisco,CA,2010,1448
Summit,OH,2010,1634
Bexar,TX,2010,1744
Franklin,OH,2010,1716
San Mateo,CA,2010,1360
Passaic,NJ,2010,1502
Denver,CO,2010,1636
Hillsborough,FL,2010,1580
Lake,IL,2010,1686
Mecklenburg,NC,2010,1604
Monroe,NY,2010,1748
Lancaster,PA,2010,1714
Union,NJ,2010,1266
Middlesex,NJ,2010,1426
Sacramento,CA,2010,1564
Elkhart,IN,2010,1628
Montgomery,OH,2010,1486
Fulton,GA,2010,1440
Bristol,MA,2010,1430
Clark,NV,2010,1836
Jefferson,KY,2010,1488
Orange,FL,2010,1518
Jackson,MO,2010,1302
Shelby,TN,2010,1240
Norfolk,MA,2010,1226
Westchester,NY,2010,1236
Snohomish,WA,2010,1544
Jefferson,AL,2010,1224
Sonoma,CA,2010,1604
Washington,OR,2010,1392
Hudson,NJ,2010,836
Kane,IL,2010,1438
Oklahoma,OK,2010,1368
Guilford,NC,2010,1186
Hampden,MA,2010,1222
Winnebago,IL,2010,1216
Travis,TX,2010,1476
Lake,OH,2010,1240
Pima,AZ,2010,1296
Ramsey,MN,2010,1144
Duval,FL,2010,1162
Morris,NJ,2010,1072
Fresno,CA,2010,1196
Contra Costa,CA,2010,1116
Davidson,TN,2010,1120
Greenville,SC,2010,1270
Gwinnett,GA,2010,1364
Hillsborough,NH,2010,1148
Wake,NC,2010,1216
Bernalillo,NM,2010,1182
Stark,OH,2010,1114
Honolulu,HI,2010,1170
Ottawa,MI,2010,1218
St. Louis City,MO,2010,932
York,PA,2010,1140
Dekalb,GA,2010,988
Pierce,WA,2010,1158
Chester,PA,2010,1094
Boulder,CO,2010,1122
El Paso,TX,2010,1038
Anoka,MN,2010,1250
Westmoreland,PA,2010,1136
Camden,NJ,2010,840
Lane,OR,2010,1076
Mchenry,IL,2010,1058
Baltimore,MD,2010,918
Plymouth,MA,2010,980
Erie,PA,2010,962
Cobb,GA,2010,962
Dane,WI,2010,1040
Sedgwick,KS,2010,1080
Berks,PA,2010,1026
Spokane,WA,2010,1078
Lucas,OH,2010,956
Clackamas,OR,2010,1090
San Joaquin,CA,2010,1092
Monmouth,NJ,2010,886
Allen,IN,2010,1008
Jefferson,CO,2010,946
Arapahoe,CO,2010,810
Catawba,NC,2010,824
Baltimore City,MD,2010,812
Johnson,KS,2010,988
Suffolk,MA,2010,650
Will,IL,2010,1134
Douglas,NE,2010,898
Santa Barbara,CA,2010,906
Montgomery,MD,2010,784
Onondaga,NY,2010,896
El Paso,CO,2010,918
Rockingham,NH,2010,882
Hamilton,TN,2010,840
Delaware,PA,2010,738
Fairfax,VA,2010,830
Bronx,NY,2010,714
St. Joseph,IN,2010,740
Spartanburg,SC,2010,798
New Castle,DE,2010,752
Dakota,MN,2010,886
Brevard,FL,2010,870
Stanislaus,CA,2010,808
Lehigh,PA,2010,760
Burlington,NJ,2010,712
Knox,TN,2010,730
Washoe,NV,2010,846
Polk,FL,2010,760
Brown,WI,2010,860
Gaston,NC,2010,558
Litchfield,CT,2010,736
Randolph,NC,2010,708
Jefferson Parish,LA,2010,620
Utah,UT,2010,992
Lake,IN,2010,720
Cumberland,ME,2010,744
Clark,WA,2010,822
Lorain,OH,2010,732
Washtenaw,MI,2010,658
Mahoning,OH,2010,638
Forsyth,NC,2010,668
Pulaski,AR,2010,650
Berrien,MI,2010,612
Santa Cruz,CA,2010,622
Mobile,AL,2010,672
Seminole,FL,2010,682
Butler,OH,2010,718
Polk,IA,2010,658
Kern,CA,2010,748
Ada,ID,2010,752
Luzerne,PA,2010,620
Volusia,FL,2010,610
Marion,OR,2010,750
Anne Arundel,MD,2010,610
Kalamazoo,MI,2010,652
Racine,WI,2010,694
Prince George'S,MD,2010,580
Lee,FL,2010,718
Larimer,CO,2010,796
Mercer,NJ,2010,604
Greene,MO,2010,602
Whitfield,GA,2010,552
Sarasota,FL,2010,560
Northampton,PA,2010,650
Kent,RI,2010,484
San Luis Obispo,CA,2010,744
Collin,TX,2010,828
Genesee,MI,2010,570
Madison,AL,2010,570
Somerset,NJ,2010,572
Orange,NY,2010,620
East Baton Rouge Parish,LA,2010,634
Denton,TX,2010,678
Jackson,MI,2010,526
Fort Bend,TX,2010,666
Washington,WI,2010,632
Portage,OH,2010,512
Buncombe,NC,2010,546
Muskegon,MI,2010,500
Marin,CA,2010,432
Whatcom,WA,2010,682
Adams,CO,2010,530
Crawford,PA,2010,550
Davidson,NC,2010,460
Outagamie,WI,2010,652
Rockland,NY,2010,520
Ocean,NJ,2010,540
Napa,CA,2010,850
Niagara,NY,2010,538
Winnebago,WI,2010,598
Medina,OH,2010,548
Montgomery,TX,2010,744
Monterey,CA,2010,492
Jackson,OR,2010,582
Henrico,VA,2010,496
St. Clair,MI,2010,484
Solano,CA,2010,540
Lackawanna,PA,2010,484
Placer,CA,2010,502
Middlesex,CT,2010,508
Alamance,NC,2010,410
St. Charles,MO,2010,486
Hidalgo,TX,2010,526
Iredell,NC,2010,542
Vanderburgh,IN,2010,478
Charleston,SC,2010,536
Trumbull,OH,2010,422
Manatee,FL,2010,578
Miami,OH,2010,416
Tulare,CA,2010,486
Wayne,OH,2010,520
Butler,PA,2010,542
Oneida,NY,2010,496
Williamson,TX,2010,540
Washington,PA,2010,470
Fayette,KY,2010,460
Ingham,MI,2010,420
Lancaster,NE,2010,476
Gloucester,NJ,2010,484
Richland,SC,2010,442
York,ME,2010,458
Mclennan,TX,2010,470
Davis,UT,2010,524
Lubbock,TX,2010,474
Wyandotte,KS,2010,376
Cameron,TX,2010,424
Rock,WI,2010,440
Sheboygan,WI,2010,470
Merrimack,NH,2010,426
Orleans Parish,LA,2010,280
Lexington,SC,2010,450
Livingston,MI,2010,398
Washington,MN,2010,408
Howard,MD,2010,370
Ozaukee,WI,2010,438
Albany,NY,2010,458
Saginaw,MI,2010,424
Weber,UT,2010,472
Linn,IA,2010,436
Broome,NY,2010,392
York,SC,2010,430
Chittenden,VT,2010,362
Union,NC,2010,442
Marion,FL,2010,346
Virginia Beach City,VA,2010,432
Yakima,WA,2010,476
Marathon,WI,2010,438
Brazoria,TX,2010,418
Stearns,MN,2010,514
Tuscarawas,OH,2010,418
Clay,MO,2010,394
Schuylkill,PA,2010,358
Lafayette Parish,LA,2010,586
Hall,GA,2010,402
Jefferson,TX,2010,406
Caddo Parish,LA,2010,394
Cumberland,PA,2010,412
Walworth,WI,2010,394
Franklin,MO,2010,440
Chautauqua,NY,2010,390
Kootenai,ID,2010,444
Sebastian,AR,2010,352
Montgomery,AL,2010,374
Nueces,TX,2010,386
Dauphin,PA,2010,394
Collier,FL,2010,396
St. Louis,MN,2010,422
Washington,AR,2010,416
Butte,CA,2010,362
Deschutes,OR,2010,538
Barnstable,MA,2010,366
Madison,IL,2010,420
Clark,OH,2010,334
Ector,TX,2010,490
Columbiana,OH,2010,382
Morgan,AL,2010,348
New London,CT,2010,354
Wood,OH,2010,382
Geauga,OH,2010,360
Smith,TX,2010,392
Escambia,FL,2010,342
Beaver,PA,2010,318
Kenosha,WI,2010,330
Ulster,NY,2010,346
New Hanover,NC,2010,342
Lebanon,PA,2010,422
Grand Traverse,MI,2010,364
Lycoming,PA,2010,334
Chesterfield,VA,2010,372
Richland,OH,2010,346
Dutchess,NY,2010,402
Weld,CO,2010,460
Gregg,TX,2010,392
Calhoun,MI,2010,320
Warren,OH,2010,390
Dekalb,AL,2010,226
Windham,CT,2010,336
Scott,IA,2010,378
Jasper,MO,2010,384
Clermont,OH,2010,360
Berkshire,MA,2010,314
Mercer,PA,2010,344
Hamilton,IN,2010,382
Pasco,FL,2010,358
Durham,NC,2010,318
Chatham,GA,2010,318
Cumberland,NJ,2010,314
Carson City,NV,2010,324
Hunterdon,NJ,2010,274
Sumner,TN,2010,332
Rutherford,TN,2010,416
Rowan,NC,2010,342
Frederick,MD,2010,360
Kosciusko,IN,2010,328
Anderson,SC,2010,360
Hinds,MS,2010,280
Lawrence,PA,2010,326
Cass,ND,2010,404
Humboldt,CA,2010,270
Manitowoc,WI,2010,378
Rock Island,IL,2010,308
Canyon,ID,2010,376
Laporte,IN,2010,332
St. Clair,IL,2010,324
Wright,MN,2010,374
Anchorage Municipality,AK,2010,348
Yolo,CA,2010,342
Norfolk City,VA,2010,288
Santa Fe,NM,2010,266
Hampshire,MA,2010,284
Ashtabula,OH,2010,290
Yavapai,AZ,2010,390
Peoria,IL,2010,324
Richmond City,VA,2010,254
El Dorado,CA,2010,316
Franklin,PA,2010,372
District Of Columbia,DC,2010,180
Skagit,WA,2010,358
Horry,SC,2010,308
Cheshire,NH,2010,266
Linn,OR,2010,354
Holmes,OH,2010,440
Sullivan,TN,2010,296
Delaware,IN,2010,274
Benton,AR,2010,322
Ontario,NY,2010,320
St. Joseph,MI,2010,264
Shasta,CA,2010,286
Dodge,WI,2010,292
Minnehaha,SD,2010,348
Androscoggin,ME,2010,306
Nevada,CA,2010,298
Galveston,TX,2010,304
Gallatin,MT,2010,372
Yamhill,OR,2010,414
Cleveland,NC,2010,264
Richmond,NY,2010,268
Penobscot,ME,2010,270
Tuscaloosa,AL,2010,290
Lee,MS,2010,282
Bibb,GA,2010,272
Ellis,TX,2010,334
Strafford,NH,2010,274
Mesa,CO,2010,314
Jefferson,WI,2010,300
Washington,VT,2010,236
Johnson,TX,2010,304
Cabarrus,NC,2010,316
Atlantic,NJ,2010,226
Mendocino,CA,2010,252
Thurston,WA,2010,344
Cache,UT,2010,404
Lenawee,MI,2010,268
Yellowstone,MT,2010,348
Blair,PA,2010,270
Noble,IN,2010,244
Tolland,CT,2010,256
La Crosse,WI,2010,308
Clark,IN,2010,314
Martin,FL,2010,302
Allegan,MI,2010,272
Mohave,AZ,2010,282
Centre,PA,2010,282
Kitsap,WA,2010,312
Black Hawk,IA,2010,322
Burke,NC,2010,266
Lasalle,IL,2010,296
Fond Du Lac,WI,2010,266
Caldwell,NC,2010,242
Washington,RI,2010,310
Cambria,PA,2010,288
Ouachita Parish,LA,2010,248
Boone,KY,2010,330
Warren,NJ,2010,248
Grayson,TX,2010,234
Greene,OH,2010,232
Shelby,AL,2010,326
Washington,TN,2010,244
Carver,MN,2010,302
Jefferson,MO,2010,278
Allen,OH,2010,280
Lake,FL,2010,286
Kenton,KY,2010,234
Washington,MD,2010,246
Harford,MD,2010,294
Alachua,FL,2010,270
Loudoun,VA,2010,292
Cherokee,GA,2010,322
Scott,MN,2010,362
Baldwin,AL,2010,288
Licking,OH,2010,264
Porter,IN,2010,274
Kanawha,WV,2010,242
Dekalb,IL,2010,236
Douglas,OR,2010,234
Champaign,IL,2010,272
Calhoun,AL,2010,258
Muscogee,GA,2010,260
Wayne,NY,2010,284
Marshall,AL,2010,242
Sussex,DE,2010,298
Windsor,VT,2010,226
Grafton,NH,2010,218
Elk,PA,2010,282
Bartholomew,IN,2010,244
Chesapeake City,VA,2010,278
Etowah,AL,2010,212
Bay,MI,2010,216
Cleveland,OK,2010,274
Wichita,TX,2010,276
Marshall,IN,2010,228
Johnson,IN,2010,288
Shelby,OH,2010,252
Surry,NC,2010,174
Kennebec,ME,2010,202
Williamson,TN,2010,270
Saratoga,NY,2010,274
Sandusky,OH,2010,250
Florence,SC,2010,210
Putnam,TN,2010,210
Henderson,NC,2010,248
St. Lucie,FL,2010,278
Fairfield,OH,2010,214
Dubuque,IA,2010,316
Sussex,NJ,2010,240
Vigo,IN,2010,236
Carroll,GA,2010,256
Lynchburg City,VA,2010,224
Harrison,MS,2010,226
Carroll,MD,2010,242
Roanoke City,VA,2010,222
St. Croix,WI,2010,292
Tazewell,IL,2010,246
Taylor,TX,2010,194
Missoula,MT,2010,204
Shawnee,KS,2010,222
Pickens,SC,2010,224
Terrebonne Parish,LA,2010,278
Bradley,TN,2010,228
Madison,IN,2010,206
Douglas,CO,2010,252
Wayne,IN,2010,240
Pennington,SD,2010,228
Lapeer,MI,2010,234
Madison,TN,2010,200
Bay,FL,2010,210
Flathead,MT,2010,326
Rankin,MS,2010,228
Fayette,PA,2010,224
Williams,OH,2010,268
Calcasieu Parish,LA,2010,256
Josephine,OR,2010,206
Sangamon,IL,2010,224
Stanly,NC,2010,190
Hanover,VA,2010,262
Schenectady,NY,2010,232
Lewis,WA,2010,244
Desoto,MS,2010,222
Rockingham,NC,2010,190
Rogers,OK,2010,256
Hamblen,TN,2010,208
Erie,OH,2010,226
Monroe,MI,2010,238
Blount,TN,2010,220
Sherburne,MN,2010,312
Cullman,AL,2010,224
Wood,WI,2010,244
Cowlitz,WA,2010,238
Houston,AL,2010,254
Macon,IL,2010,224
Potter,TX,2010,216
Merced,CA,2010,224
Monroe,IN,2010,180
Bell,TX,2010,272
Leon,FL,2010,196
Richmond,GA,2010,200
Clayton,GA,2010,206
Franklin,MA,2010,218
Bonneville,ID,2010,262
Kankakee,IL,2010,200
Okaloosa,FL,2010,172
Dekalb,IN,2010,222
Craighead,AR,2010,222
Winona,MN,2010,198
Eau Claire,WI,2010,210
Tippecanoe,IN,2010,248
Somerset,PA,2010,238
Floyd,IN,2010,222
Muskingum,OH,2010,164
Chippewa,WI,2010,212
Waupaca,WI,2010,238
Belknap,NH,2010,162
Cumberland,NC,2010,200
Bartow,GA,2010,200
Van Buren,MI,2010,164
Monroe,PA,2010,210
St. Tammany Parish,LA,2010,246
Dona Ana,NM,2010,260
Mclean,IL,2010,208
Windham,VT,2010,200
Hawaii,HI,2010,226
Hays,TX,2010,278
Northumberland,PA,2010,178
Lauderdale,AL,2010,164
Garland,AR,2010,208
Anderson,TN,2010,196
Elbert,GA,2010,184
Benton,WA,2010,272
Rutland,VT,2010,198
Sauk,WI,2010,180
Creek,OK,2010,234
Dubois,IN,2010,228
Kaufman,TX,2010,200
Lincoln,NC,2010,198
Newport News City,VA,2010,200
Floyd,GA,2010,208
Pitt,NC,2010,176
Rensselaer,NY,2010,184
Fulton,OH,2010,218
Woodbury,IA,2010,194
Pueblo,CO,2010,192
Seneca,OH,2010,170
Delaware,OH,2010,256
Comal,TX,2010,214
Eaton,MI,2010,200
Sullivan,NH,2010,186
Christian,MO,2010,202
Dorchester,SC,2010,256
Lee,AL,2010,238
Newport,RI,2010,138
Clearfield,PA,2010,196
Fulton,NY,2010,156
Coconino,AZ,2010,176
Hillsdale,MI,2010,152
Daviess,KY,2010,216
Adams,PA,2010,182
Steuben,IN,2010,162
Maui,HI,2010,206
Wilson,TN,2010,210
Greene,TN,2010,196
Columbia,PA,2010,160
Washington,NY,2010,180
Washington,OH,2010,172
Benton,OR,2010,186
Polk,WI,2010,200
Johnston,NC,2010,200
Whiteside,IL,2010,184
Colbert,AL,2010,204
Henry,VA,2010,170
Venango,PA,2010,154
Webb,TX,2010,156
Midland,TX,2010,224
Cattaraugus,NY,2010,166
Genesee,NY,2010,192
Nash,NC,2010,174
Vermilion,IL,2010,202
Indian River,FL,2010,182
Cabell,WV,2010,164
Ashland,OH,2010,182
Crow Wing,MN,2010,214
Iberia Parish,LA,2010,234
Wicomico,MD,2010,168
Grays Harbor,WA,2010,172
Tom Green,TX,2010,204
Marinette,WI,2010,172
Lagrange,IN,2010,242
Boone,MO,2010,178
Gordon,GA,2010,208
Rutherford,NC,2010,124
Hancock,ME,2010,176
Columbia,WI,2010,180
Washington,UT,2010,244
Branch,MI,2010,144
Bristol,RI,2010,178
Robeson,NC,2010,132
Broomfield,CO,2010,152
Chemung,NY,2010,162
Aroostook,ME,2010,184
Hancock,OH,2010,166
Reno,KS,2010,156
Alexandria City,VA,2010,154
Talladega,AL,2010,144
Barron,WI,2010,208
Lowndes,GA,2010,188
Clark,WI,2010,158
Tompkins,NY,2010,190
Brazos,TX,2010,190
Jefferson,PA,2010,206
Aiken,SC,2010,174
Madera,CA,2010,182
Wilkes,NC,2010,146
Prince William,VA,2010,226
Troup,GA,2010,190
Wilson,NC,2010,194
Murray,GA,2010,136
Cape Girardeau,MO,2010,188
Chisago,MN,2010,176
Crawford,OH,2010,170
Lee,NC,2010,146
Fayette,GA,2010,204
Campbell,KY,2010,144
Moore,NC,2010,132
Blue Earth,MN,2010,184
Indiana,PA,2010,192
Oswego,NY,2010,166
Rice,MN,2010,158
Huron,OH,2010,174
Sevier,TN,2010,140
Beaufort,SC,2010,154
Natrona,WY,2010,166
Jackson,IN,2010,128
Clinton,NY,2010,168
Orangeburg,SC,2010,158
Cayuga,NY,2010,190
White,AR,2010,140
Clarke,GA,2010,160
Auglaize,OH,2010,160
Gibson,TN,2010,122
Faulkner,AR,2010,170
Warren,KY,2010,230
Parker,TX,2010,212
Warren,NY,2010,152
Buchanan,MO,2010,178
Bennington,VT,2010,144
Douglas,KS,2010,154
Jackson,MS,2010,144
Salem City,VA,2010,146
Douglas,GA,2010,168
Otter Tail,MN,2010,158
Coos,OR,2010,154
Oxford,ME,2010,122
Greenwood,SC,2010,122
Scott,MO,2010,138
Pinal,AZ,2010,226
Guadalupe,TX,2010,228
Twin Falls,ID,2010,190
Ascension Parish,LA,2010,176
Adams,IL,2010,164
Knox,ME,2010,188
Carroll,NH,2010,146
Coweta,GA,2010,162
Sumter,SC,2010,158
Winston,AL,2010,122
Ravalli,MT,2010,170
Montcalm,MI,2010,130
Pulaski,KY,2010,162
Douglas,MN,2010,160
Columbia,GA,2010,142
St. Lawrence,NY,2010,156
Shiawassee,MI,2010,136
Darke,OH,2010,142
Oconee,SC,2010,148
Hall,NE,2010,132
Henderson,KY,2010,142
Chickasaw,MS,2010,102
Montgomery,NY,2010,146
Olmsted,MN,2010,182
Rockdale,GA,2010,160
Orange,TX,2010,162
Canadian,OK,2010,212
Alexander,NC,2010,146
Wayne,NC,2010,158
Jefferson,NY,2010,126
Saline,KS,2010,148
Marion,OH,2010,146
Chelan,WA,2010,186
Mifflin,PA,2010,170
Shelby,IN,2010,152
Angelina,TX,2010,138
Craven,NC,2010,144
Lauderdale,MS,2010,128
Portage,WI,2010,152
Howell,MO,2010,152
Bedford,VA,2010,152
Forsyth,GA,2010,194
Putnam,NY,2010,184
Goodhue,MN,2010,166
Chenango,NY,2010,152
Dougherty,GA,2010,146
Lincoln,ME,2010,146
Saline,AR,2010,162
St. Johns,FL,2010,178
Wabash,IN,2010,120
Steuben,NY,2010,148
Hendricks,IN,2010,180
Montgomery,NC,2010,120
Pope,AR,2010,120
Midland,MI,2010,130
Kendall,IL,2010,198
Jackson,AL,2010,134
Cape May,NJ,2010,152
Steele,MN,2010,132
Huntington,IN,2010,134
Somerset,ME,2010,134
Cherokee,TX,2010,126
Columbia,NY,2010,136
Tuolumne,CA,2010,110
Montgomery,TN,2010,128
Hampton City,VA,2010,156
Sanilac,MI,2010,140
Harrison,TX,2010,110
Wood,WV,2010,122
Rapides Parish,LA,2010,136
Story,IA,2010,164
Harnett,NC,2010,140
Armstrong,PA,2010,122
Grant,IN,2010,146
Otsego,NY,2010,112
Pontotoc,MS,2010,126
Walker,GA,2010,126
Robertson,TN,2010,146
Crawford,KS,2010,108
Bowie,TX,2010,122
Lenoir,NC,2010,100
Clallam,WA,2010,166
Madison,KY,2010,128
Muskogee,OK,2010,118
Coffee,TN,2010,174
Cass,MI,2010,126
Hernando,FL,2010,148
San Benito,CA,2010,124
