Year,County_Name,State,Population,Deaths,pollution_death,resp_death,circ_death,canc_death,resp_circ_death,Crude Rate,pollution_Crude_Rate,resp_Crude_Rate,circ_Crude_Rate,canc_Crude_Rate,resp_circ_Crude_Rate
2003,Adair,OK,21445,117,87,0,70,17,70,545.5817206808114,405.68897178829565,0.0,326.41641408253673,79.27255770575891,326.41641408253673
2003,Adams,CO,377464,2077,1310,236,646,428,882,550.251149778522,347.05296399126803,62.52251870377042,171.14214865523599,113.38829663226163,233.66466735900644
2003,Adams,PA,95503,769,600,56,378,166,434,805.2103075296064,628.2525156277813,58.636901458592924,395.7990848455022,173.81652932368618,454.43598630409514
2003,Alameda,CA,1454163,9679,6940,947,3636,2357,4583,665.6062628467373,477.2504870499387,65.1233733769873,250.0407450884117,162.08636858453968,315.164118465399
2003,Alexandria City,VA,129421,630,432,78,218,136,296,486.78344318155473,333.7943610387804,60.26842629866868,168.44252478345865,105.08340995665309,228.7109510821273
2003,Allegheny,PA,1258420,15088,10907,1376,5931,3600,7307,1198.9637799780676,866.7217622097551,109.3434624370242,471.30528758284197,286.0730121898889,580.6487500198662
2003,Anoka,MN,311863,1227,793,114,371,308,485,393.44199215681243,254.2783209293825,36.55451271872585,118.96249314602888,98.76131506462774,155.5170058647547
2003,Aroostook,ME,72944,731,535,78,323,134,401,1002.1386268918621,733.4393507348102,106.93134459311253,442.80543978942745,183.70256635227025,549.73678438254
2003,Athens,OH,63827,306,229,32,158,39,190,479.42093471414915,358.7823334952293,50.13552258448619,247.54414276090057,61.10266814984255,297.67966534538675
2003,Baltimore,MD,777756,7649,5364,762,2794,1808,3556,983.4703943138978,689.6764537978493,97.97417184824033,359.23863011021456,232.46365183939437,457.21280195845486
2003,Beaver,PA,177523,1970,1452,225,765,462,990,1109.7153608264846,817.9221847309926,126.74414019591828,430.9300766661222,260.24796786895223,557.6742168620405
2003,Berks,PA,385846,3476,2496,349,1306,841,1655,900.877552184032,646.8902100838159,90.45059427854636,338.4770089621248,217.96260684314467,428.92760324067115
2003,Bernalillo,NM,587049,4386,2705,442,1316,947,1758,747.1267304773536,460.77925352057497,75.29184105585735,224.1720878495662,161.31532461515135,299.4639289054236
2003,Bexar,TX,1469623,10321,6769,800,3728,2241,4528,702.2889543780956,460.59431568504306,54.4357294353722,253.67049916883445,152.48808708083638,308.10622860420665
2003,Blair,PA,127353,1421,1048,143,623,282,766,1115.796251364318,822.9095506191452,112.28632226959711,489.1914599577552,221.43176839179287,601.4777822273523
2003,Blount,TN,111156,1094,719,142,348,229,490,984.202382237576,646.8386771744215,127.74838965058117,313.0735182986074,206.016769225233,440.82190794918847
2003,Boyd,KY,49754,425,336,48,200,88,248,854.2026771716846,675.3225871286731,96.47465530409615,401.97773043373394,176.87020139084296,498.4523857378301
2003,Bronx,NY,1362373,10108,7247,837,4201,2209,5038,741.9407166759764,531.9394908736447,61.43691925779503,308.3590176845842,162.1435539312655,369.7959369423792
2003,Bucks,PA,610174,5065,3503,501,1726,1276,2227,830.0910887713995,574.0985358274853,82.10772664846421,282.87013212624595,209.1206770527751,364.97785877471017
2003,Cambria,PA,148836,1750,1320,166,759,395,925,1175.7908033002768,886.8822059179231,111.53215619876913,509.95726840280577,265.3927813163482,621.4894246015749
2003,Camden,NJ,508563,4709,3257,436,1655,1166,2091,925.9423119652826,640.4319622151041,85.73175791396544,325.4267416229651,229.27346267817362,411.1584995369305
2003,Cass,ND,129356,639,468,77,249,142,326,493.9855901543028,361.7922632116021,59.525650143789235,192.49203747796778,109.77457558984509,252.017687621757
2003,Charleston,SC,321222,2590,1749,254,897,598,1151,806.295957313011,544.4832545716047,79.07303982915242,279.2461288454714,186.1640858969809,358.31916867462377
2003,Cherokee,OK,44066,260,191,42,114,35,156,590.0240548268506,433.44074796895563,95.31157808741433,258.70285480869603,79.42631507284527,354.0144328961104
2003,Clark,NV,1584166,11933,8058,1209,4007,2842,5216,753.2670187341479,508.6588147959242,76.31775962872578,252.94066404657087,179.40039112062752,329.2584236752966
2003,Contra Costa,CA,987531,6777,4934,756,2515,1663,3271,686.2569377568907,499.6298850365203,76.55455879359737,254.6755494257902,168.39977681713282,331.23010821938755
2003,Cook,IL,5294739,43824,30574,3580,16526,10468,20106,827.6895235062578,577.4411165498432,67.61428655878977,312.12114515937424,197.70568483167915,379.735431718164
2003,Cumberland,ME,273041,2280,1570,268,696,606,964,835.0394263132642,575.0052189964144,98.15375712805036,254.90677224299648,221.94468962536763,353.0605293710468
2003,Cuyahoga,OH,1359929,14621,10646,1072,6135,3439,7207,1075.1296575041786,782.8349862382521,78.82764467850895,451.1264926330713,252.88084892667192,529.9541373115802
2003,Dallas,TX,2246432,13794,9140,1070,4945,3125,6015,614.0403982849248,406.8674235409752,47.63108787624108,220.12685004487116,139.10948561986297,267.7579379211122
2003,Dauphin,PA,255585,2359,1787,249,971,567,1220,922.9806131032728,699.1803118336366,97.4235577205235,379.91274918324626,221.8440049298668,477.33630690376975
2003,Daviess,KY,92457,689,481,73,278,130,351,745.2112874092821,520.2418421536498,78.95562261375558,300.680316255124,140.60590328477022,379.6359388688796
2003,DeKalb,GA,668148,3835,2330,311,1227,792,1538,573.9746283757491,348.72513275501836,46.54657351365267,183.64194759244958,118.53661164891612,230.18852110610226
2003,Denver,CO,552588,4319,2771,429,1387,955,1816,781.5949676793562,501.4585912108117,77.63469347868575,251.00074558260405,172.8231521495219,328.6354390612898
2003,Duchesne,UT,15002,16,0,0,0,0,0,106.65244634048793,0.0,0.0,0.0,0.0,0.0
2003,East Baton Rouge,LA,412553,3224,2088,243,1187,658,1430,781.4753498338396,506.11678984275966,58.9015229558384,287.7206080188485,159.49465886807272,346.6221309746869
2003,El Paso,TX,705200,4266,2751,290,1431,1030,1721,604.9347702779353,390.1020986954056,41.123085649461146,202.92115711854794,146.05785592739647,244.04424276800907
2003,Erie,PA,280153,2531,1872,227,986,659,1213,903.434908781987,668.2063015566494,81.02715301995696,351.95054131135487,235.22860722533758,432.9776943313118
2003,Essex,NJ,795167,6801,4435,470,2366,1599,2836,855.292032994327,557.7444738023585,59.10708065098275,297.54755919196845,201.08983395940726,356.6546398429512
2003,Fairbanks North Star,AK,86885,183,109,0,80,29,80,210.62323761293663,125.45318524486389,0.0,92.07573228980837,33.37745295505553,92.07573228980837
2003,Fairfax,VA,1003070,4192,2900,335,1342,1223,1677,417.91699482588456,289.11242485569306,33.397469767812815,133.7892669504621,121.92568813741812,167.1867367182749
2003,Fairfield,CT,896342,6783,5066,697,2625,1744,3322,756.7424041269962,565.1860562151501,77.76049766718506,292.8569675414072,194.56859100655777,370.61746520859225
2003,Fayette,KY,269904,1755,1237,164,692,381,856,650.231193313178,458.3111032070662,60.76234513012034,256.3874562807517,141.1613017961942,317.14980141087204
2003,Forsyth,NC,316659,2664,1760,280,909,571,1189,841.2835258116775,555.8029299656728,88.42319340362977,287.0595814424981,180.32015511954498,375.4827748461279
2003,Fremont,WY,36130,253,159,37,91,31,128,700.2491004705231,440.07749792416274,102.40797121505675,251.86825352892333,85.80127318018268,354.2762247439801
2003,Fresno,CA,847193,5764,3942,582,2246,1114,2828,680.3644506033454,465.3012949823712,68.69745146619483,265.1107834932536,131.49306002292275,333.80823495944844
2003,Garrett,MD,30182,181,129,13,99,17,112,599.6951825591412,427.40706381286856,43.07202968656816,328.01007222848057,56.32496189781989,371.0821019150487
2003,Hamilton,OH,825139,7976,5376,736,2744,1896,3480,966.6250171183278,651.5265912773484,89.1970928534465,332.5500309644799,229.779467459422,421.7471238179264
2003,Hampton City,VA,140413,976,709,77,406,226,483,695.0923347553289,504.93900137451664,54.83822722967247,289.14701630190933,160.95375784293478,343.98524353158183
2003,Harris,TX,3586133,20611,13548,1482,7370,4696,8852,574.7416506861291,377.788553854528,41.32585155096032,205.51385015558543,130.94885214798222,246.83970170654572
2003,Hartford,CT,873335,7849,5658,807,2976,1875,3783,898.7387428649945,647.8613590432079,92.40440380838967,340.7627084681136,214.69424676670462,433.1671122765033
2003,Haywood,TN,19456,113,82,0,71,11,71,580.797697368421,421.4638157894737,0.0,364.92598684210526,56.537828947368425,364.92598684210526
2003,Henderson,KY,45214,297,223,33,141,49,174,656.8761887910824,493.21006767815277,72.98624319900915,311.85031185031187,108.37351262883179,384.83655504932096
2003,Henrico,VA,274555,2239,1576,266,830,480,1096,815.5014477973448,574.0197774580685,96.88404873340497,302.30737010799294,174.8283586166706,399.1914188413979
2003,Hillsborough,FL,1077462,8652,5820,701,3154,1965,3855,802.998156779543,540.158260801773,65.06029911031666,292.7249406475588,182.3730210438976,357.78523975787544
2003,Hillsborough,NH,391461,2564,1836,226,916,694,1142,654.9822332237438,469.01223876708025,57.73244333407415,233.99521280536248,177.28458262764363,291.72765613943665
2003,Honolulu,HI,894311,6279,4509,559,2461,1489,3020,702.1047487954414,504.18702218803077,62.506219872057926,275.18391253154664,166.49688978442623,337.6901324036046
2003,Humboldt,CA,129754,1068,685,134,351,200,485,823.0960124543366,527.9220679131279,103.27234613191115,270.5118917335882,154.1378300476286,373.78423786549934
2003,Imperial,CA,148984,754,544,71,309,164,380,506.0946141867583,365.1398807925683,47.65612414755947,207.40482199430812,110.07893465070076,255.0609461418676
2003,Jefferson,AL,657513,7272,4758,664,2567,1527,3231,1105.9857371641322,723.6358824844527,100.98659646273153,390.4105318069757,232.23875421474557,491.3971282697072
2003,Jefferson,KY,703970,6998,5044,736,2578,1730,3314,994.0764521215393,716.5078057303579,104.5499097972925,366.20878730627726,245.7491086267881,470.7586971035698
2003,Jefferson,LA,454533,4041,2691,310,1339,1042,1649,889.044359815459,592.0362217924771,68.20186873120323,294.58807171316494,229.24628134810894,362.78994044436814
2003,Kay,OK,47363,464,364,71,215,78,286,979.6676730781412,768.5323987078522,149.90604480290523,453.9408398961215,164.68551400882546,603.8468846990266
2003,Kent,MI,587790,3996,2724,391,1426,907,1817,679.8346348185576,463.4308171285663,66.52035590942343,242.6036509637796,154.30681025536333,309.12400687320303
2003,Kern,CA,714272,5379,3947,661,2201,1085,2862,753.0744590296134,552.590609739707,92.5417768021146,308.14591640159495,151.9029165359975,400.68769320370956
2003,King,WA,1763440,11555,7985,1114,4004,2867,5118,655.2533684162772,452.80814771129155,63.17198203511318,227.05620832010163,162.57995735607676,290.2281903552148
2003,Lackawanna,PA,211769,2776,2066,239,1217,610,1456,1310.8623075143198,975.5913282869542,112.85882258498647,574.6827911545128,288.049714547455,687.5416137394992
2003,Lancaster,PA,485119,4196,3045,379,1645,1021,2024,864.9424161906667,627.6810432079552,78.12516104296058,339.0920578249873,210.46382434000728,417.21721886794785
2003,Laramie,WY,84084,483,357,65,194,98,259,574.4255744255744,424.5754245754246,77.30364873222017,230.7216592930879,116.55011655011656,308.02530802530805
2003,Lawrence,PA,93696,1005,771,103,465,203,568,1072.6178278688524,822.873975409836,109.9299863387978,496.2858606557377,216.65812841530052,606.2158469945355
2003,Linn,KS,9775,29,29,0,29,0,29,296.6751918158568,296.6751918158568,0.0,296.6751918158568,0.0,296.6751918158568
2003,Litchfield,CT,187424,1496,1126,191,589,346,780,798.1901997609698,600.7768482158102,101.90797336520404,314.2607136759433,184.6081611746628,416.16868704114734
2003,Los Angeles,CA,9767145,61050,45047,5773,25272,14002,31045,625.0547114842669,461.20949366473013,59.10632021947048,258.7450068571727,143.3581665880869,317.8513270766432
2003,Luzerne,PA,315640,4415,3247,332,1924,991,2256,1398.745406158915,1028.7035863642125,105.18312001013813,609.5551894563428,313.9652768977316,714.7383094664808
2003,Maricopa,AZ,3328468,23745,15771,2375,8020,5376,10395,713.3912658916955,473.8215899927534,71.35414851517274,240.95169309123597,161.5157483863447,312.3058416064087
2003,Marion,IN,868576,7414,5090,795,2546,1749,3341,853.5810337840327,586.016652543934,91.52912353092879,293.12345724496186,201.36407176804335,384.65258077589067
2003,McCracken,KY,64430,588,474,46,335,93,381,912.6183454912309,735.6821356510942,71.39531274251125,519.9441254074188,144.34269750116405,591.3394381499302
2003,McLennan,TX,218744,1873,1274,174,680,420,854,856.2520571992832,582.415974838167,79.54503894963976,310.8656694583623,192.00526643016494,390.41070840800205
2003,Mecklenburg,NC,753991,4641,2986,396,1521,1069,1917,615.524588489783,396.02594725931743,52.52052080197243,201.72654580757595,141.77888064976904,254.24706660954837
2003,Medina,OH,160325,966,725,93,420,212,513,602.5261188211446,452.2064556369874,58.00717292998597,261.96787774832376,132.2314049586777,319.9750506783097
2003,Meigs,TN,11120,43,43,0,32,11,32,386.6906474820144,386.6906474820144,0.0,287.7697841726619,98.92086330935251,287.7697841726619
2003,Milwaukee,WI,939513,8530,5764,763,3094,1907,3857,907.9171868829915,613.5093394130789,81.21228764264039,329.3195517252023,202.97750004523618,410.5318393678427
2003,Minnehaha,SD,153740,977,645,93,347,205,440,635.4884870560687,419.5394822427475,60.49173930011708,225.70573695850135,133.34200598412903,286.19747625861845
2003,Monroe,NY,741671,6272,4467,534,2364,1569,2898,845.657980425283,602.288615841795,71.99957932830056,318.73971073427435,211.54932577922017,390.7392900625749
2003,Montgomery,PA,772666,6840,4818,677,2464,1677,3141,885.2466654414715,623.5553266223698,87.61871235436786,318.89587480230784,217.0407394656941,406.5145871566757
2003,Multnomah,OR,679348,5653,3771,494,1946,1331,2440,832.1213869769249,555.0910578966892,72.71678138450396,286.45112666851156,195.92314984367363,359.16790805301554
2003,New Castle,DE,514769,4021,2818,303,1529,986,1832,781.1270686463249,547.4300122967778,58.86135334489838,297.02643321567535,191.54222573620402,355.8877865605738
2003,New Haven,CT,841939,7429,5296,732,2684,1880,3416,882.3679625246009,629.0241929640983,86.9421656438293,318.7879406940408,223.29408662622825,405.7301063378701
2003,Northampton,PA,276735,2466,1813,247,958,608,1205,891.1052089544149,655.1393932823821,89.25506350841057,346.1795580609608,219.70477171301064,435.4346215693714
2003,Oklahoma,OK,674571,6322,4508,633,2607,1268,3240,937.1882277773578,668.2765787441203,93.83741666926092,386.4678440075248,187.97131806733464,480.3052606767857
2003,Orange,CA,2929376,17210,13016,1627,7204,4185,8831,587.4971324951116,444.3267098522006,55.54083873152508,245.92268114438025,142.8631899762953,301.4635198759053
2003,Orange,FL,979227,6474,4306,605,2184,1517,2789,661.133730993937,439.7346069910246,61.78342713180906,223.03306587747275,154.91811398174272,284.8164930092818
2003,Ottawa,OK,32495,301,249,44,148,57,192,926.2963532851209,766.2717341129404,135.40544699184488,455.4546853362056,175.41160178489,590.8601323280506
2003,Philadelphia,PA,1493802,16636,11255,1310,6003,3942,7313,1113.6683442651704,753.4465745794959,87.695691932398,401.8604875344925,263.8903951126053,489.5561794668905
2003,Pima,AZ,885893,7678,5197,849,2573,1775,3422,866.6960908371553,586.6396957646127,95.83550157863309,290.441396421464,200.3627977645156,386.2768980000971
2003,Polk,IA,388277,2697,2047,351,1017,679,1368,694.6072005295189,527.2009415958195,90.39937982419767,261.92640820857275,174.87515356304908,352.3257880327704
2003,Prince George's,MD,837648,5354,3496,341,1872,1283,2213,639.1706301453594,417.35908161900943,40.70922392222032,223.48289496303937,153.16696273374973,264.1921188852597
2003,Providence,RI,636149,5898,4174,521,2276,1377,2797,927.1412829384311,656.1355908757225,81.89905195166541,357.7778162034366,216.45872272062047,439.676868155102
2003,Pulaski,AR,365258,3217,2137,288,1089,760,1377,880.7473073827267,585.0658986250814,78.8483756687054,298.1454204972923,208.0721024590837,376.99379616599776
2003,Queens,NY,2214608,15485,12641,1016,8089,3536,9105,699.2208101840146,570.800791833137,45.87719361620657,365.25651492273124,159.66708329419924,411.1337085389378
2003,Richland,SC,336273,2468,1535,192,793,550,985,733.9274934353932,456.47435268368264,57.096466264017636,235.82030076753114,163.5575856521338,292.9167670315488
2003,Riverside,CA,1771656,13397,10070,1475,5576,3019,7051,756.1851736454481,568.3947673814781,83.25544010801194,314.73378579137255,170.40554148209358,397.9892258993845
2003,Roanoke,VA,87338,704,492,85,282,125,367,806.0637981176578,563.3286770935904,97.32304380681948,322.8835100414482,143.12212324532277,420.2065538482677
2003,Rockingham,NH,287893,1774,1302,156,658,488,814,616.2011580691437,452.2513572750987,54.186798567523354,228.55713754763056,169.50742115994484,282.7439361151539
2003,Sacramento,CA,1328531,9649,7119,1073,3776,2270,4849,726.2909183150412,535.8550158031691,80.7658985751932,284.2237027212763,170.8654145066995,364.9896012964695
2003,Saint Clair,IL,258448,2518,1721,246,889,586,1135,974.277224045069,665.8979756082462,95.18355723395035,343.9763511422027,226.7380672320931,439.159908376153
2003,Saint Louis,MO,1011678,9448,6884,850,3802,2232,4652,933.8939860311285,680.4536621336038,84.01882812515444,375.81127591980845,220.62355808864083,459.83010404496287
2003,Salt Lake,UT,924802,5222,3050,531,1556,963,2087,564.6614086042201,329.8003248262871,57.41769589598638,168.25223128842714,104.13039764187361,225.66992718441352
2003,San Bernardino,CA,1846115,12105,8510,1288,4609,2613,5897,655.7012970481254,460.9680328690249,69.76813470450107,249.65941991696076,141.54047824756313,319.4275546214618
2003,San Diego,CA,2914702,19785,14232,1931,7485,4816,9416,678.800096888121,488.2831932732746,66.25034051508524,256.80155295464164,165.23129980354767,323.0518934697269
2003,San Francisco,CA,766160,6036,4359,594,2241,1524,2835,787.8249973895793,568.9412133235878,77.52949775503811,292.4976506212801,198.9140649472695,370.0271483763182
2003,Santa Barbara,CA,406810,2746,2050,280,1124,646,1404,675.007988987488,503.9207492441189,68.8281998967577,276.2960595855559,158.79648976180528,345.1242594823136
2003,Santa Clara,CA,1663592,8549,6226,950,3115,2161,4065,513.8880206204407,374.25041716959447,57.10534794589058,187.2454303699465,129.8996388537574,244.3507783158371
2003,Santa Cruz,CA,253021,1589,1142,148,650,344,798,628.0111137020248,451.34593571284597,58.493168551226965,256.89567269119954,135.95709447041943,315.3888412424265
2003,Scott,IA,158048,1178,883,170,421,292,591,745.3431868799352,558.6910305729905,107.56225956671392,266.3747722210974,184.7539987851792,373.9370317878113
2003,Solano,CA,408409,2634,1894,288,952,654,1240,644.9417128417836,463.7507988315635,70.51754491208568,233.09966234828323,160.13359157119456,303.6172072603689
2003,St. Louis City,MO,334893,3918,2709,325,1559,825,1884,1169.9259166360598,808.91508631115,97.04592213035208,465.5218233883658,246.34734079243222,562.567745518718
2003,Steuben,NY,99191,791,587,98,297,192,395,797.4513816777732,591.7875613714954,98.79928622556483,299.422326622375,193.56594852355556,398.2216128479398
2003,Suffolk,MA,697080,5229,3487,551,1639,1297,2190,750.1291100017214,500.22952889194926,79.04401216503128,235.12365869053767,186.06185803638033,314.16767085556893
2003,Suffolk,NY,1470849,11441,8601,949,4736,2916,5685,777.8500716252994,584.764309592623,64.5205592144401,321.9909045728012,198.25284580538178,386.51146378724127
2003,Sumner,KS,25248,142,100,14,72,14,86,562.4207858048162,396.0709759188847,55.449936628643854,285.171102661597,55.449936628643854,340.62103929024084
2003,Sweetwater,WY,37450,155,112,26,71,15,97,413.88518024032044,299.06542056074767,69.42590120160213,189.58611481975967,40.053404539385845,259.0120160213618
2003,Travis,TX,856315,3966,2502,334,1273,895,1607,463.14732312291625,292.18219930749785,39.004338356796275,148.6602476892265,104.51761326147505,187.6645860460228
2003,Tulsa,OK,568406,5249,3668,523,2027,1118,2550,923.4596397645345,645.3133851507549,92.01169586527939,356.61129544726833,196.6903938382072,448.62299131254775
2003,Uinta,WY,19480,28,13,0,13,0,13,143.73716632443532,66.73511293634498,0.0,66.73511293634498,0.0,66.73511293634498
2003,Uintah,UT,26561,86,56,0,56,0,56,323.78299009826435,210.8354354128233,0.0,210.8354354128233,0.0,210.8354354128233
2003,Union,SD,12863,28,28,0,28,0,28,217.67861307626524,217.67861307626524,0.0,217.67861307626524,0.0,217.67861307626524
2003,Ventura,CA,788070,4900,3514,509,1853,1152,2362,621.7721775984367,445.89947593487886,64.5881711015519,235.1313969571231,146.17990787620388,299.719568058675
2003,Wake,NC,695746,3467,2354,290,1202,862,1492,498.31403989386934,338.34186614080426,41.68187815668362,172.76419842873693,123.89578955538371,214.44607658542054
2003,Washington,PA,203859,2248,1601,216,852,533,1068,1102.722960477585,785.346734752942,105.95558694980355,417.9359263020028,261.4552215011356,523.8915132518064
2003,Washoe,NV,372302,2829,2073,337,1090,646,1427,759.8669897019087,556.8060338112608,90.51791287718035,292.77307132381776,173.51504961026265,383.2909842009981
2003,Wayne,MI,2006154,19360,13630,1408,7964,4258,9372,965.0306008412116,679.4094571005018,70.18404369754266,396.9784971642257,212.2469162387334,467.1625408617684
2003,Westmoreland,PA,367836,4290,3066,395,1698,973,2093,1166.2806250611686,833.5236355332269,107.38481279700737,461.61876488435064,264.5200578518688,569.003577681358
2003,Wyandotte,KS,156276,1345,855,92,469,294,561,860.6567867106913,547.1089610688781,58.87020399805473,300.11006168573545,188.12869538508792,358.9802656837902
2003,York,PA,395093,3181,2234,270,1180,784,1450,805.1268941742829,565.4364921676669,68.33834059322741,298.66385888891983,198.4342926855196,367.00219948214726
2004,Ada,ID,334926,1824,1202,167,602,433,769,544.5979111803802,358.885246293211,49.86176050829138,179.74119656282284,129.28228922209684,229.60295707111422
2004,Adair,OK,21589,104,71,14,44,13,58,481.72680531752286,328.8711843994627,64.84783917735884,203.8074945574135,60.21585066469036,268.65533373477234
2004,Adams,CO,384809,2004,1282,244,621,417,865,520.777840435125,333.1522911366418,63.408080372340564,161.37876193124382,108.36544883305744,224.7868423035844
2004,Adams,PA,97300,688,536,43,329,164,372,707.0914696813977,550.8735868448099,44.19321685508736,338.1294964028777,168.5508735868448,382.32271325796506
2004,Alameda,CA,1445721,9192,6526,881,3392,2253,4273,635.8073238197411,451.401065627462,60.938452163315056,234.62341627464772,155.8391971894992,295.5618684379628
2004,Alexandria City,VA,128765,614,410,51,235,124,286,476.83764998252633,318.40950568865765,39.60703607346717,182.50300935813303,96.29946025705743,222.1100454316002
2004,Allegheny,PA,1247531,14515,10346,1347,5494,3505,6841,1163.4981415291484,829.3180690499875,107.97326880053481,440.38985804761563,280.95494220183707,548.3631268481505
2004,Anoka,MN,316643,1277,830,106,362,362,468,403.29329876232856,262.12485354168575,33.476186114962275,114.32433371336174,114.32433371336174,147.800519828324
2004,Aroostook,ME,72959,655,508,90,307,111,397,897.7644978686659,696.2814731561562,123.35695390561821,420.78427610027546,152.14024315026248,544.1412300058937
2004,Athens,OH,63230,265,217,32,125,60,157,419.10485529021037,343.19152301122887,50.60888818598766,197.6909694765143,94.89166534872687,248.29985766250195
2004,Baltimore,MD,784371,7278,5040,674,2616,1750,3290,927.8772417644202,642.553077561511,85.92872505485286,333.5156450200224,223.1087074866358,419.44437007487534
2004,Beaver,PA,176395,1927,1393,195,776,422,971,1092.4345928172568,789.7049236089458,110.54735111539443,439.92176648997986,239.23580600357153,550.4691176053743
2004,Berks,PA,390848,3357,2475,366,1290,819,1656,858.9016702145079,633.2384968069429,93.6425413459964,330.05158015392175,209.54437530702475,423.6941214999181
2004,Bernalillo,NM,600449,4397,2733,406,1311,1016,1717,732.2853398040467,455.15938905718883,67.61606730962995,218.33661143577555,169.20671031178335,285.95267874540554
2004,Bexar,TX,1500919,10378,6682,773,3634,2275,4407,691.44304256259,445.19391119707325,51.50177990950877,242.11832883719907,151.5738024503654,293.62010874670784
2004,Blair,PA,127194,1387,990,140,555,295,695,1090.4602418353068,778.3386008773998,110.06808497256159,436.34133685551205,231.92917904932622,546.4094218280736
2004,Blount,TN,113151,998,681,114,350,217,464,882.0072292776908,601.8506243868812,100.75032478723122,309.32117259237657,191.77912700727347,410.07149737960776
2004,Boyd,KY,49542,481,354,40,232,82,272,970.8933833918695,714.545234346615,80.73957450244237,468.2895321141658,165.51612773000687,549.0291066166081
2004,Bronx,NY,1358963,9640,6945,793,4060,2092,4853,709.3644197818484,511.0514414299727,58.3533179343367,298.757214140488,153.940909355148,357.11053207482473
2004,Bucks,PA,613763,5038,3522,488,1733,1301,2221,820.8380107631123,573.837132573974,79.5095175173479,282.35654479009,211.97107026653612,361.86606230743786
2004,Cambria,PA,147886,1712,1230,175,678,377,853,1157.6484589481088,831.7217316040734,118.33439270789663,458.4612471768795,254.9260917192973,576.7956398847762
2004,Camden,NJ,510137,4548,3047,396,1549,1102,1945,891.525217735628,597.2905317591157,77.62620629360349,303.64392310300957,216.0204023625026,381.2701293966131
2004,Cass,ND,133197,585,431,72,231,128,303,439.1990810603843,323.580861430813,54.05527151512422,173.42732944435687,96.09826047133193,227.4826009594811
2004,Charleston,SC,328105,2562,1637,214,861,562,1075,780.847594520047,498.92564880145073,65.22302311759955,262.4159948796879,171.2866308041633,327.63901799728745
2004,Cherokee,OK,44437,265,220,41,140,39,181,596.3498886063416,495.08292639017037,92.26545446362266,315.0527713391993,87.76470058734839,407.3182258028219
2004,Clark,NV,1662773,12035,8160,1179,4119,2862,5298,723.7909203481173,490.7464819310874,70.90564977901373,247.7187204747732,172.12211167730052,318.62437025378694
2004,Contra Costa,CA,992424,6698,4781,733,2358,1690,3091,674.9131419635156,481.7497359999355,73.85956002676276,237.60005803970884,170.29011793346393,311.4596180664716
2004,Cook,IL,5252021,42134,29528,3347,15752,10429,19099,802.2435553856317,562.221666668888,63.72784876526578,299.9226393039936,198.5711785996286,363.65048806925944
2004,Cumberland,ME,274920,2283,1529,255,647,627,902,830.4233958969882,556.1617925214607,92.75425578350065,235.34119016441144,228.06634657354866,328.09544594791214
2004,Cuyahoga,OH,1346714,14622,10533,1077,5907,3549,6984,1085.7539165702592,782.1259747800943,79.97243661237648,438.62319690743544,263.5303412602824,518.5956335198119
2004,Dallas,TX,2244020,13686,8950,1074,4772,3104,5846,609.8876124098715,398.83780001960764,47.86053600235292,212.65407616687907,138.32318785037566,260.514612169232
2004,Dauphin,PA,256194,2331,1616,225,864,527,1089,909.8573737089862,630.7719930989797,87.82407082133071,337.2444319539099,205.70349032373903,425.0685027752406
2004,Daviess,KY,92769,657,468,51,276,141,327,708.210716942082,504.4788668628529,54.97526113249038,297.51317789347735,151.99042783688517,352.48843902596775
2004,DeKalb,GA,666204,3822,2331,269,1194,868,1463,573.6981465136805,349.89282562098094,40.378022347509166,179.22438172091432,130.29042155255746,219.6024040684235
2004,Denver,CO,550756,4248,2674,429,1318,927,1747,771.3034447196218,485.51445649253026,77.89293262352112,239.30742470349847,168.3140991655107,317.20035732701956
2004,Duchesne,UT,15101,31,31,0,31,0,31,205.28441825044698,205.28441825044698,0.0,205.28441825044698,0.0,205.28441825044698
2004,East Baton Rouge,LA,414162,3248,2110,261,1138,711,1399,784.2341885542373,509.46248086497553,63.018818723108346,274.7717076892617,171.67195445260552,337.79052641237
2004,El Paso,TX,717652,4044,2571,329,1319,923,1648,563.5043168555234,358.25163171007677,45.84394664823619,183.7938165015913,128.61386856024924,229.63776314982746
2004,Erie,PA,277864,2546,1838,244,956,638,1200,916.2755880574671,661.4746782598681,87.81274292459621,344.0532058848933,229.6087294503786,431.8659488094895
2004,Essex,NJ,791305,6448,4187,418,2271,1498,2689,814.8564712721391,529.1259375335679,52.82413228780305,286.99426896076733,189.30753628499758,339.8184012485704
2004,Fairbanks North Star,AK,89043,207,150,12,90,48,102,232.4719517536471,168.4579360533675,13.4766348842694,101.0747616320205,53.9065395370776,114.55139651628987
2004,Fairfax,VA,1010938,4033,2800,304,1301,1195,1605,398.93643329264506,276.9704967070186,30.07108249961917,128.69236293422546,118.20705127317402,158.7634454338446
2004,Fairfield,CT,897472,6584,4797,660,2417,1720,3077,733.6162019539328,534.5013549169222,73.53989873778792,269.3120231048991,191.6494330742352,342.851921842687
2004,Fayette,KY,272377,1660,1107,165,555,387,720,609.4494028497267,406.42198129798044,60.57780209048488,203.7616979407219,142.08248126677364,264.33950003120674
2004,Forsyth,NC,319997,2666,1723,239,858,626,1097,833.1328106200995,538.4425478988866,74.6882002018769,268.1275136954409,195.62683400156877,342.8157138973178
