,State,County,year,avg(NO2 Mean),Population,Area,Deaths,pollution_death,resp_death,circ_death,canc_death,resp_circ_death,Crude Rate,pollution_Crude_Rate,resp_Crude_Rate,circ_Crude_Rate,canc_Crude_Rate,resp_circ_Crude_Rate,population_density,NO2_fiveyears
34,Oregon,Multnomah,2008,10.95249708841465,712989,465.7,5323,3228,459,1499,1270,1958,746.5753328592727,452.7419076591645,64.37686976937934,210.2416727326789,178.1233651571062,274.61854250205823,1531.0049388018035,11.425320463203457
35,South Carolina,Charleston,2008,1.7397764643962852,341921,1357.14,2706,1690,225,786,679,1011,791.4108814609224,494.26621938985903,65.80467417912325,229.87766179907047,198.58388341166523,295.6823359781938,251.94231987856816,2.144644790827701
36,Pennsylvania,Lawrence,2008,10.557016409523822,91798,362.78,976,679,113,362,204,475,1063.203991372361,739.6675308830257,123.09636375520164,394.3441033573717,222.22706377045253,517.4404671125733,253.0404101659408,13.712325794063597
37,Massachusetts,Suffolk,2008,19.678690358904102,702201,120.07,4683,2920,446,1301,1173,1747,666.9030662160834,415.8353519861122,63.514577734865085,185.2745866212096,167.04618763003756,248.78916435607468,5848.263512950779,19.268035277023873
38,Maryland,Baltimore,2008,13.82054993786125,798651,682.08,7580,5065,725,2544,1796,3269,949.1004205842102,634.1944103244095,90.77807452817314,318.5371332409275,224.8792025553089,409.3152077691007,1170.905172413793,12.899160160111151
39,Connecticut,Fairfield,2008,9.892114459154932,903824,837.01,6429,4398,612,2154,1632,2766,711.3110517091823,486.599160898582,67.71229796951619,238.320735010356,180.56612791870984,306.0330329798722,1079.8246138038971,12.257931276470568
40,Pennsylvania,Bucks,2008,11.160729079268286,623297,622.15,4944,3264,482,1560,1222,2042,793.2013149429566,523.6668875351558,77.33071072057142,250.2819683072436,196.0542085073408,327.61267902781503,1001.8436068472232,12.998645847026562
41,Texas,El Paso,2008,16.51749015211265,769930,1014.75,4427,2707,391,1305,1011,1696,574.9873365111114,351.5904043224709,50.78383749172003,169.49592820126503,131.3106386294858,220.27976569298505,758.7386055678738,13.407256772034254
42,Pennsylvania,Blair,2008,8.049873737623733,127112,527.17,1408,1027,143,583,301,726,1107.684561646422,807.9488954622694,112.49921329221476,458.6506388067216,236.79904336333317,571.1498520989363,241.12145987063,9.126173429898252
43,Missouri,St. Louis City,2008,12.108717339534868,317955,66.15,3195,2117,275,1155,687,1430,1004.8591781855924,665.817489896369,86.49022660439371,363.2589517384536,216.0683115535217,449.7491783428472,4806.57596371882,14.726820425525423
44,Colorado,Denver,2008,42.0401473904762,575721,154.88,4214,2453,439,1118,896,1557,731.9517613566294,426.0744353601832,76.25221244317994,194.19128362522815,155.630939291775,270.44349606840814,3717.206869834711,29.20345224343418
45,Illinois,Cook,2008,13.95146794994436,5161831,1634.89,40766,27452,3622,13847,9983,17469,789.7585178592636,531.8267878200584,70.16889936923545,268.2575233478198,193.4003651030032,338.42642271705523,3157.2955978689697,21.880048958921495
46,California,San Bernardino,2008,18.278570263598375,2003735,20106.39,11831,7943,1217,4078,2648,5295,590.4473395933095,396.4097048761439,60.73657444721982,203.51992653719185,132.15320389173218,264.2565009844116,99.65662657493463,19.84539237177102
47,Florida,Orange,2008,6.1314384585635455,1115525,1004.31,6604,4108,544,1956,1608,2500,592.0082472378476,368.25709867551154,48.76627596871428,175.34344815221533,144.14737455458192,224.1097241209296,1110.7377204249683,8.897173966477173
48,Arizona,Maricopa,2008,20.231231213603166,3771061,9224.86,24644,15458,2453,7316,5689,9769,653.5030857363485,409.91116293266,65.0480063833494,194.00375650248037,150.85940004683033,259.05176288582976,408.793304180226,23.839012866615462
49,Pennsylvania,Montgomery,2008,10.969756992555821,789250,487.47,6841,4581,716,2275,1590,2991,866.7722521381057,580.4244535951854,90.71903706050048,288.24833702882484,201.45707950586,378.9673740893253,1619.073994297085,12.999156250899182
50,Arkansas,Pulaski,2008,8.991394928961755,376567,807.91,3194,2004,335,957,712,1292,848.1890340895512,532.1762129979526,88.96159249217271,254.1380418358486,189.07657866993125,343.0996343280213,466.1001844264832,10.781744733516485
51,California,Santa Barbara,2008,3.6608850221146785,415859,3789.56,2782,1941,258,969,714,1227,668.9767445215806,466.7447380001395,62.04025883773106,233.01166982078055,171.69280934162782,295.05192865851166,109.73806985507552,4.617184351577666
52,Indiana,Marion,2008,9.288780684782612,889504,403.11,7306,4917,892,2334,1691,3226,821.3566212181171,552.7799762564306,100.28060582077202,262.3934237507645,190.10594668489404,362.6740295715365,2206.603656570167,13.29022893444866
53,Oklahoma,Tulsa,2008,10.646988846938779,588510,587.05,5511,3556,583,1855,1118,2438,936.432685935668,604.2378209376221,99.06373723471138,315.20280029226353,189.97128341064723,414.2665375269749,1002.4870113278256,11.315494159222428
54,Connecticut,New Haven,2008,15.268315371428598,856622,862.06,7369,4806,724,2303,1779,3027,860.2394054787292,561.0409258692866,84.51802545346723,268.84670251289367,207.67619790292568,353.36472796636093,993.6918543952858,16.947495047775533
55,California,Orange,2008,13.175136673972599,2957593,947.91,17104,12168,1710,6161,4297,7871,578.3081039209925,411.41563426746006,57.81728588078212,208.31128556227983,145.28706282439808,266.128571443062,3120.120053591586,14.926140565204639
56,Pennsylvania,Washington,2008,10.065255816037727,207240,861.0,2354,1574,241,756,577,997,1135.88110403397,759.5058868944219,116.29029144952712,364.7944412275623,278.42115421733257,481.0847326770893,240.69686411149823,11.012073515556054
57,Texas,Harris,2008,14.189382690647461,3938580,1777.89,21945,13250,1723,6524,5003,8247,557.1805066800725,336.4156624976514,43.74673105535498,165.6434552554474,127.02547618684908,209.3901863108024,2215.31140846734,13.480408073759758
58,California,Sacramento,2008,10.788875323104719,1394438,995.65,9726,6515,1015,3184,2316,4199,697.4852951511648,467.21331461133445,72.789181017729,228.33571661127996,166.0884169823255,301.12489762900896,1400.5303068347312,12.8770029055907
59,Pennsylvania,Berks,2008,8.677443462962957,407737,865.68,3418,2333,304,1198,831,1502,838.2854634237266,572.1825588553405,74.55786450579663,293.816847624817,203.80784672472691,368.3747121306136,471.0019868773681,14.894405621324276
60,California,Imperial,2008,14.148143005571082,167917,4482.08,671,454,69,262,123,331,399.6021844125372,270.3716717187658,41.09172984271992,156.02946693902345,73.25047493702246,197.12119678174332,37.46407917752472,13.965084868757549
61,Arizona,Pima,2008,13.410799521978031,967778,9189.44,8049,5150,857,2419,1874,3276,831.6990053504006,532.1468353279367,88.5533665778722,249.9540183802484,193.63945036981625,338.5073849581205,105.31414319044468,15.307384363870279
62,California,Riverside,2008,19.258673259562887,2109712,7303.81,13956,9785,1334,5050,3401,6384,661.5120926458209,463.8073822398507,63.23137944894849,239.36916508035225,161.20683771055005,302.6005445293007,288.85088741355537,20.171505226643482
63,Pennsylvania,York,2008,12.090079137614698,429399,910.34,3509,2338,322,1140,876,1462,817.1886753345955,544.481938709685,74.98853048097457,265.48734393885405,204.00606428985628,340.47587441982864,471.69079684513474,13.32590629597625
64,Pennsylvania,Luzerne,2008,10.20820886976745,319210,907.14,4000,2711,342,1473,896,1815,1253.0935747626954,849.2841702954169,107.13950064221044,461.45170890636257,280.69296074684377,568.591209548573,351.8861476729061,8.81707571471933
65,California,San Diego,2008,19.312336536062336,3022116,4525.92,19350,12939,1670,6433,4836,8103,640.2798568949703,428.1437244632568,55.259295142873405,212.86409919407464,160.02033012630886,268.123394336948,667.7351787039983,19.73653811397935
66,New York,Queens,2008,23.27081084172664,2193623,177.35,14135,11370,1197,6916,3257,8113,644.3677879015673,518.3206047711936,54.56726155770613,315.2775112223021,148.47583199118537,369.8447727800082,12368.892021426558,24.50812661762698
67,New York,Suffolk,2008,9.996482873702407,1480218,2373.39,11175,8116,934,4259,2923,5193,754.9563645354941,548.2976156214828,63.098813823369255,287.72788872990327,197.47091306821025,350.8267025532725,623.672468494432,12.542436923771868
68,Virginia,Alexandria City,2008,14.362558040404037,132949,15.38,553,392,42,215,135,257,415.9489729144258,294.84990485073223,31.59106123400702,161.7161467931312,101.542696823594,193.30720802713824,8644.278283485046,17.500501175108234
69,Pennsylvania,Philadelphia,2008,19.606806465149326,1499731,142.68,14656,9376,1209,4792,3375,6001,977.2419187174232,625.1787820615831,80.61445685926343,319.5239679649217,225.04035723739796,400.1384248241852,10511.15082702551,21.781057991308035
70,Pennsylvania,Erie,2008,7.982212278177469,278686,1558.49,2659,1852,282,924,646,1206,954.1204079142834,664.5471964863682,101.18915194878824,331.5559446832636,231.8020998543163,432.7450966320519,178.81795840845948,10.71498698110724
71,New Hampshire,Hillsborough,2008,7.219969087912101,399556,892.28,2725,1818,324,795,699,1119,682.007027800859,455.005055611729,81.09000991100122,198.9708576519937,174.9441880487341,280.06086756299493,447.79217286053705,8.647676138864036
0,Oklahoma,Cherokee,2009,5.184631500000002,46492,776.45,236,188,41,106,41,147,507.6142131979695,404.3706444119418,88.187215004732,227.99621440247785,88.187215004732,316.1834294072098,59.87764827097688,6.149496972632699
1,Pennsylvania,Cambria,2009,6.753155995327091,144186,693.48,1630,1121,151,652,318,803,1130.484235640076,777.4679927316106,104.725840234142,452.1936942560304,220.5484582414381,556.9195344901724,207.916594566534,9.533734844642645
2,South Carolina,Charleston,2009,1.450361574394462,346795,1357.14,2717,1733,231,825,677,1056,783.4599691460372,499.7188540780576,66.60995689095864,237.8927031819951,195.2161940051039,304.50266007295374,255.5336958604123,1.939394830474949
3,Texas,El Paso,2009,13.676709464986022,786759,1014.75,4387,2688,370,1327,991,1697,557.6040439321317,341.6548142442603,47.02837844880071,168.6666437879961,125.95979200746352,215.6950222367968,775.3229859571323,13.717957454064953
4,Oregon,Multnomah,2009,10.359543484149873,727721,465.7,5179,3112,493,1373,1246,1866,711.6738420356153,427.63641560433183,67.74574321752429,188.671207784302,171.21946460250564,256.41695100182625,1562.6390380073008,11.188908775809054
5,Pennsylvania,Bucks,2009,9.350874198979593,624648,622.15,5098,3392,489,1581,1322,2070,816.139649850796,543.0258321486662,78.2840895992623,253.10254735467012,211.6391951947337,331.38663695393245,1004.0151088965684,12.81577970774003
6,California,Orange,2009,13.017255157894699,2987177,947.91,16897,11909,1564,5973,4372,7537,565.6511147481384,398.6707182065208,52.35712513855054,199.95467292363324,146.35892014433696,252.3117980621838,3151.32976759397,13.953254996883008
